Id,job-id,type,name,address,latitude,longitude,Service-duration-1,start-time,end-time,quantity,required-skills,priority,Level,raw-id,day,service-duration,raw_id,Day
4082_0_B1,,D,CRAWFORD PLAINS,E/S & C 50 ST BTWN 13 AVE-MILLWOODS RD S,53.44377569,-113.4187286,0.0491666667,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,4082_0,,0.0388157895,4082,
4120_0_B1,,D,HILLVIEW,WEST SIDE OF 50 ST: 34 Ave - 38 Ave,53.46764427,-113.4186163,0.0647222222,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,4120_0,,0.0510964912,4120,
4204_0_B1,,D,TAWA,SOUTH SIDE/C 34 AVE-BTWN-66-50 ST,53.46524425,-113.4282146,0.1316666667,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,4204_0,,0.1039473684,4204,
4221_0_B1,,D,KAMEYOSEK,WEST SIDE 66 ST BTWN 28-34 AVE,53.46307087,-113.4353435,0.0775,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,4221_0,,0.0611842105,4221,
4343_0_B1,,D,TAMARACK,WHITEMUD DRIVE : 17 ST. TO ROW,53.481596395,-113.365765607,0.2233333333,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,4343_0,,0.1763157895,4343,
4344_0_B1,,D,BISSET,W/S & C 34 St: 34 Ave - 23 Ave,53.45868909,-113.3941215,0.2311111111,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,4344_0,,0.1824561404,4344,
4365_0_B1,,D,RICHFIELD,SOUTH SIDE/C 34 AVE-91 ST-MILLWOODS RD,53.46504899,-113.4592898,0.125,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,4365_0,,0.0986842105,4365,
4483_0_B1,,D,MINCHAU,EAST SIDE/C 50 ST BTWN 34 & 38 AVE,53.46759607,-113.4181133,0.0533333333,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,4483_0,,0.0421052632,4483,
4533_0_B1,,D,TAMARACK,East Side & Center 17 St: Whitemud Drive - 34 Av,53.4764141,-113.3685041,0.0495833333,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,4533_0,,0.0391447368,4533,
4688_0_B1,,D,PYLYPOW INDUSTRIAL,51 Avenue: 47 Street,53.4880411,-113.4121271,0.1188888889,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,4688_0,,0.0938596491,4688,
4689_0_B1,,D,ELLERSLIE INDUSTRIAL,91 ST E/W Parsons Rd - 25 Avenue,53.41468495,-113.4813885,0.1334722222,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,4689_0,,0.105372807,4689,
5322_0_B1,,D,THE ORCHARDS AT ELLERSLIE,25 Ave SW: 90 St - 91 St,53.41026169,-113.4784126,0.0706944444,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,5322_0,,0.0558114035,5322,
5725_0_B1,,D,SILVER BERRY,N-side 23 Ave NW: 17 St - 34 St,53.45410051,-113.3852782,0.0840277778,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,5725_0,,0.0663377193,5725,
5845_0_B1,,D,WALKER,66 St: 21 Ave SW to Ellerslie Rd,53.417599851,-113.442478953,0.0343055556,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,5845_0,,0.0270833333,5845,
7149_0_B1,,D,WILDROSE/TAMARACK,17 St : Silverberry Rd - 36 Ave NW,53.469401597,-113.368503714,0.1868055556,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,7149_0,,0.1474780702,7149,
9920_0_B1,,D,CHARLESWORTH,50 St - 1 AVE to 4 Ave,53.43049708,-113.418346324,0.0634722222,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,9920_0,,0.0501096491,9920,
9921_0_B1,,D,CHARLESWORTH,50 St - 1 AVE to 4 Ave,53.430530068,-113.417946355,0.0602777778,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,9921_0,,0.0475877193,9921,
9922_0_B1,,D,CHARLESWORTH,50 St - 4 AVE to ELLERSLIE RD,53.426737882,-113.41795327,0.0691666667,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,9922_0,,0.0546052632,9922,
10155_0_B1,,D,ROPER INDUSTRIAL,WHITEMUD DRIVE,53.487360679,-113.420127637,0.0852777778,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,10155_0,,0.0673245614,10155,
674_0_B1,,D,Keheewin,North of houses 23 Ave & 104 St (access from undeveloped),53.45380976,-113.4997833,0.1388888889,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,674_0,,0.1096491228,674,
9962_0_B1,,D,Leger,23 AVE - 34 AVE,53.461024317,-113.491651782,0.0563888889,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,9962_0,,0.0445175439,9962,
11.0_1_B1,,D,KINISKI GARDENS,NORTH OF 3453-35 ST,53.46538095,-113.3947684,0.0047222222,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,11.0_1,,0.0037280702,11.0,5.0
14.0_1_B1,,D,SUMMERSIDE,88 St: West Side Summerside Grande Blvd - Savaryn Drive,53.41533314,-113.4674006,0.0158333333,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,14.0_1,,0.0125,14.0,5.0
72.0_1_B1,,D,JACKSON HEIGHTS,N/S SIDE BTWN 50 ST & JACKSON ROAD,53.48499448,-113.4147234,0.0031944444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,72.0_1,,0.0025219298,72.0,5.0
100.0_1_B1,,D,GREENVIEW,GRAND MEADOW CRESENT - E. OF 62 ST,53.47648078,-113.4318203,0.0011111111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,100.0_1,,0.000877193,100.0,4.0
101.0_1_B1,,D,GREENVIEW,56 ST - 41 AVE,53.47706533,-113.4224579,0.0066666667,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,101.0_1,,0.0052631579,101.0,5.0
128.0_1_B1,,D,STRATHCONA INDUSTRIAL PARK,N/S 34 AVE: 103 ST - 91 ST,53.4660411,-113.4728329,0.0584722222,17.0d 06:00:00,17.0d 14:45:00,1,roadway,1,B1,128.0_1,17.0,0.0461622807,128.0,1.0
164.0_1_B1,,D,CRAWFORD PLAINS,12A AVE - BTWN 45 & 46 ST,53.44181187,-113.4096613,0.0038888889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,164.0_1,,0.0030701754,164.0,6.0
165.0_1_B1,,D,CRAWFORD PLAINS,36 ST - 11 AVE,53.44014982,-113.3985109,0.0009722222,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,165.0_1,,0.0007675439,165.0,6.0
166.0_1_B1,,D,HILLVIEW,HILLVIEW CRESENT (53 ST &34 A AVE),53.46604928,-113.42359,0.0018055556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,166.0_1,,0.0014254386,166.0,5.0
169.0_1_B1,,D,WILD ROSE,Between 1921 & 2103 - 37 Ave,53.471585,-113.3732625,0.0006944444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,169.0_1,,0.0005482456,169.0,4.0
170.0_1_B1,,D,WILD ROSE,Between 1921 & 2103 - 36 Ave,53.47072251,-113.3732235,0.0006944444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,170.0_1,,0.0005482456,170.0,3.0
207.0_1_B1,,D,ELLERSLIE,N/S & C ELLERSLIE RD: 91 ST - EDWARDS DRI,53.4249867,-113.4648967,0.0515277778,15.0d 06:00:00,15.0d 14:45:00,1,roadway,1,B1,207.0_1,15.0,0.0406798246,207.0,2.0
217.0_1_B1,,D,GREENVIEW,55 ST - 39 AVE,53.47495511,-113.422836,0.0151388889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,217.0_1,,0.0119517544,217.0,0.0
218.0_1_B1,,D,GREENVIEW,257 GREENOCH CRESENT,53.47853544,-113.424299,0.0016666667,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,218.0_1,,0.0013157895,218.0,0.0
231.0_1_B1,,D,DALY GROVE,36 ST-17-17B AVE,53.44562432,-113.397116,0.0011111111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,231.0_1,,0.000877193,231.0,6.0
232.0_1_B1,,D,GREENVIEW,51 ST -39 A AVE,53.47406098,-113.4179049,0.0098611111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,232.0_1,,0.0077850877,232.0,0.0
236.0_1_B1,,D,DALY GROVE,36 ST-20 AVE,53.45106651,-113.3981109,0.0013888889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,236.0_1,,0.0010964912,236.0,6.0
237.0_1_B1,,D,CRAWFORD PLAINS,36 ST - 12A AVE,53.44011451,-113.4001857,0.0016666667,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,237.0_1,,0.0013157895,237.0,6.0
255.0_1_B1,,D,BISSET,35 ST-33 AVE,53.46321738,-113.3948895,0.0009722222,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,255.0_1,,0.0007675439,255.0,0.0
256.0_1_B1,,D,BISSET,NORTH OF 28A AVE BTWN 34-37 ST,53.45953514,-113.3959923,0.0438888889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,256.0_1,,0.0346491228,256.0,0.0
265.0_1_B1,,D,MICHAELS PARK,EAST OF 76 ST BTWN 41 AVE & PARK AREA,53.47890847,-113.4505464,0.0026388889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,265.0_1,,0.0020833333,265.0,3.0
266.0_1_B1,,D,MICHAELS PARK,BTWN-WHITEMUD DRIVE-PIPELINE,53.4813995,-113.4445099,0.0497222222,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,266.0_1,,0.039254386,266.0,6.0
267.0_1_B1,,D,MICHAELS PARK,NEXT TO 6762-39 AVE,53.47586961,-113.4445511,0.0043055556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,267.0_1,,0.0033991228,267.0,6.0
276.0_1_B1,,D,KINISKI GARDENS,403 KIRKPATRICK CRESENT,53.47925609,-113.4022577,0.0023611111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,276.0_1,,0.0018640351,276.0,0.0
278.0_1_B1,,D,KINISKI GARDENS,43 AVE & 38 ST - KIRKPATRICK CRESENT,53.4801263,-113.3999983,0.0038888889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,278.0_1,,0.0030701754,278.0,0.0
291.0_1_B1,,D,EKOTA,21 AVE & 73 ST,53.45275672,-113.4456286,0.0048611111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,291.0_1,,0.0038377193,291.0,0.0
307.0_1_B1,,D,GREENVIEW,40 - 43 AVE & GREENOCH CRESENT,53.47807414,-113.4236698,0.0676388889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,307.0_1,,0.0533991228,307.0,0.0
308.0_1_B1,,D,GREENVIEW,40 - 43 AVE & GRANLEA CRESENT (P.P.),53.47925098,-113.4295846,0.065,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,308.0_1,,0.0513157895,308.0,0.0
310.0_1_B1,,D,GREENVIEW,153 GRANLEA CRESENT,53.47935367,-113.4311516,0.0030555556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,310.0_1,,0.0024122807,310.0,0.0
381.0_1_B1,,D,EKOTA,68 ST - 22 AVE,53.45182828,-113.4381028,0.0048611111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,381.0_1,,0.0038377193,381.0,0.0
383.0_1_B1,,D,HILLVIEW,HILLVIEW CRESENT (52 ST & 34 B AVE),53.46695088,-113.4212724,0.015,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,383.0_1,,0.0118421053,383.0,5.0
402.0_1_B1,,D,KAMEYOSEK,EAST SIDE MILLWOODS RD & 34-28 AVE,53.46369927,-113.4501914,0.0211111111,10d 06:00:00,20d 14:45:00,1,roadway,10,B1,402.0_1,,0.0166666667,402.0,1.0
403.0_1_B1,,D,MICHAELS PARK,MILLBOURNE ROAD E-41A AVE,53.47911282,-113.4438854,0.0061111111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,403.0_1,,0.0048245614,403.0,4.0
404.0_1_B1,,D,KINISKI GARDENS,44 ST-KULAWY GATE (39 AVE),53.47431735,-113.4071166,0.0040277778,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,404.0_1,,0.0031798246,404.0,4.0
405.0_1_B1,,D,KINISKI GARDENS,1244 KAASA ROAD EAST,53.47069387,-113.3979464,0.0026388889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,405.0_1,,0.0020833333,405.0,5.0
406.0_1_B1,,D,MEYONOHK,CONNECTS 89 ST-BACK LANE-BTWN-24-25A A,53.45386309,-113.4620099,0.0080555556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,406.0_1,,0.0063596491,406.0,6.0
407.0_1_B1,,D,MEYONOHK,83 ST-BACK LANE-BTWN-26-27 AVE,53.45671841,-113.4595737,0.0026388889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,407.0_1,,0.0020833333,407.0,6.0
408.0_1_B1,,D,MEYONOHK,89 ST - LAKEWOOD RD. WEST & 26-27 AVE,53.45687343,-113.4632328,0.0094444444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,408.0_1,,0.0074561404,408.0,4.0
410.0_1_B1,,D,LARKSPUR,30 ST - W/SIDE 42 AVE TO 40 AVE,53.47811545,-113.3875818,0.0013888889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,410.0_1,,0.0010964912,410.0,4.0
468.0_1_B1,,D,CRAWFORD PLAINS,42 ST-12-10 AVE,53.43896847,-113.4071036,0.0909722222,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,468.0_1,,0.0718201754,468.0,6.0
469.0_1_B1,,D,LEE RIDGE,LEE RIDGE RD-E 71 ST,53.46767804,-113.4416367,0.0611111111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,469.0_1,,0.048245614,469.0,0.0
470.0_1_B1,,D,BISSET,43 ST-25 AVE,53.45581327,-113.408386,0.0022222222,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,470.0_1,,0.001754386,470.0,0.0
484.0_1_B1,,D,MEYONOHK,W. OF 78 ST & S. OF LAKEWOOD RD. SOUTH,53.45472483,-113.4505677,0.0011111111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,484.0_1,,0.000877193,484.0,6.0
534.0_1_B1,,D,SUMMERSIDE,SUMMERSIDE DRIVE: ELLERSLIE RD - 11 AVE,53.42428779,-113.4630607,0.0090277778,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,534.0_1,,0.007127193,534.0,5.0
538.0_1_B1,,D,MEYOKUMIN,20A AVE-55 ST,53.4516189,-113.4239362,0.0401388889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,538.0_1,,0.0316885965,538.0,0.0
547.0_1_B1,,D,EKOTA,73 ST - 21 AVE,53.45093514,-113.4441409,0.0059722222,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,547.0_1,,0.0047149123,547.0,0.0
548.0_1_B1,,D,EKOTA,70 ST - 21 AVE,53.45122102,-113.4407574,0.0031944444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,548.0_1,,0.0025219298,548.0,0.0
553.0_1_B1,,D,LARKSPUR,33 ST - 41A AVE,53.47821022,-113.3915995,0.0019444444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,553.0_1,,0.0015350877,553.0,4.0
558.0_1_B1,,D,TIPASKAN,3148 - 79 ST,53.46270509,-113.453122,0.0023611111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,558.0_1,,0.0018640351,558.0,6.0
560.0_1_B1,,D,KINISKI GARDENS,264 KIRKWOOD AVE,53.48370558,-113.3994332,0.0019444444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,560.0_1,,0.0015350877,560.0,0.0
579.0_1_B1,,D,LEE RIDGE,EAST SIDE MILLWOODS RD & 36B AVE-34 AVE,53.46729849,-113.4503892,0.0505555556,10d 06:00:00,20d 14:45:00,1,roadway,10,B1,579.0_1,,0.0399122807,579.0,9.0
597.0_1_B1,,D,TWEDDLE PLACE,W/S 76 ST: 38 AVE - WHITEMUD DRIVE,53.48042908,-113.4525123,0.0586111111,15.0d 06:00:00,15.0d 14:45:00,1,roadway,1,B1,597.0_1,15.0,0.0462719298,597.0,8.0
598.0_1_B1,,D,ELLERSLIE,Between 132 & 136 Easton Road SW,53.42752392,-113.4687742,0.0625,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,598.0_1,,0.0493421053,598.0,4.0
609.0_1_B1,,D,ELLERSLIE,Ellerslie Road & Edwards Drive,53.42520833,-113.4553127,0.0030555556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,609.0_1,,0.0024122807,609.0,6.0
614.0_1_B1,,D,LEE RIDGE,71 ST-LEE RIDGE RD,53.46648414,-113.4425609,0.0098611111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,614.0_1,,0.0077850877,614.0,0.0
615.0_1_B1,,D,LEE RIDGE,BTWN-38 AVE-SCHOOL-ADJ CLINIC,53.47314712,-113.447766,0.0151388889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,615.0_1,,0.0119517544,615.0,6.0
623.0_1_B1,,D,EKOTA,KNOTTWOOD RD. EAST -68 ST & N. OF 19 AVE,53.45082585,-113.4393637,0.0330555556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,623.0_1,,0.0260964912,623.0,0.0
624.0_1_B1,,D,EKOTA,SOUTH 19 AVE-BTWN-68 ST-KW RD EAST,53.44871371,-113.4392548,0.0027777778,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,624.0_1,,0.0021929825,624.0,0.0
626.0_1_B1,,D,EKOTA,CONNECTING KW RD N-18 AVE-BTWN-73-75 S,53.4489733,-113.446011,0.0055555556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,626.0_1,,0.0043859649,626.0,5.0
640.0_1_B1,,D,LARKSPUR,44B AVE-28-29 ST,53.48335537,-113.3849588,0.0044444444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,640.0_1,,0.0035087719,640.0,3.0
642.0_1_B1,,D,LARKSPUR,39-41 AVE & 23 ST-TRANSALTA R.O.W.,53.47865242,-113.3791748,0.1122222222,13.0d 06:00:00,13.0d 14:45:00,1,neighbourhood,1,B1,642.0_1,13.0,0.0885964912,642.0,0.0
662.0_1_B1,,D,WILD ROSE,BESIDE 364 WILD ROSE WAY,53.47572009,-113.3709659,0.0016666667,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,662.0_1,,0.0013157895,662.0,5.0
666.0_1_B1,,D,WALKER,ROAD RIGHT OF WAY: S/S ELLERSLIE RD,53.424798362,-113.419698009,0.0420833333,10d 06:00:00,20d 14:45:00,1,roadway,10,B1,666.0_1,,0.0332236842,666.0,
