Id,job-id,type,name,address,latitude,longitude,service-duration,start-time,end-time,quantity,required-skills,Level,priority,raw-id,day
128.0_1_B1,,D,STRATHCONA INDUSTRIAL PARK,N/S 34 AVE: 103 ST - 91 ST,53.4660411,-113.4728329,0.07,14.0d 06:00:00,14.0d 14:45:00,1,roadway,B1,1,128.0_1,14
1293_0_B1,,D,Belgravia,79 Ave - 116 St,53.51531289,-113.5329677,0.063,6.0d 06:00:00,6.0d 14:45:00,1,neighbourhood,B1,1,1293_0,6
1293_1_B1,,D,Belgravia,79 Ave - 116 St,53.51531289,-113.5329677,0.063,13.0d 06:00:00,13.0d 14:45:00,1,neighbourhood,B1,1,1293_1,13
1313.0_0_B1,,D,LARKSPUR,37-38 AVE & 32-34 ST,53.47213596,-113.3919408,0.8,3.0d 06:00:00,3.0d 14:45:00,1,neighbourhood,B1,1,1313.0_0,3
1313.0_1_B1,,D,LARKSPUR,37-38 AVE & 32-34 ST,53.47213596,-113.3919408,0.8,13.0d 06:00:00,13.0d 14:45:00,1,neighbourhood,B1,1,1313.0_1,13
1316.0_0_B1,,D,OTTEWELL,54 ST-94 AVE,53.53171493,-113.4217322,0.023,6.0d 06:00:00,6.0d 14:45:00,1,neighbourhood,B1,1,1316.0_0,6
1316.0_1_B1,,D,OTTEWELL,54 ST-94 AVE,53.53171493,-113.4217322,0.023,18.0d 06:00:00,18.0d 14:45:00,1,neighbourhood,B1,1,1316.0_1,18
132.0_0_B1,,D,KENILWORTH,NORTH OF 82 AVE-50-64 ST,53.51875284,-113.4242616,0.069,10.0d 06:00:00,10.0d 14:45:00,1,neighbourhood,B1,1,132.0_0,10
132.0_1_B1,,D,KENILWORTH,NORTH OF 82 AVE-50-64 ST,53.51875284,-113.4242616,0.069,19.0d 06:00:00,19.0d 14:45:00,1,neighbourhood,B1,1,132.0_1,19
1352_0_B1,,D,MacEwan,Btw. #646 & #616 & behind #616 & #710 McAllister Loop SW,53.43211931,-113.5213959,0.1515,12.0d 06:00:00,12.0d 14:45:00,1,neighbourhood,B1,1,1352_0,12
1352_1_B1,,D,MacEwan,Btw. #646 & #616 & behind #616 & #710 McAllister Loop SW,53.43211931,-113.5213959,0.1515,20.0d 06:00:00,20.0d 14:45:00,1,neighbourhood,B1,1,1352_1,20
1366_0_A2,,D,McKernan,79 AVE - 115 ST,53.51515315,-113.5301038,0.485,5.0d 06:00:00,5.0d 14:45:00,1,neighbourhood,A2,1,1366_0,5
1366_1_A2,,D,McKernan,79 AVE - 115 ST,53.51515315,-113.5301038,0.485,13.0d 06:00:00,13.0d 14:45:00,1,neighbourhood,A2,1,1366_1,13
1366_2_A2,,D,McKernan,79 AVE - 115 ST,53.51515315,-113.5301038,0.485,19.0d 06:00:00,19.0d 14:45:00,1,neighbourhood,A2,1,1366_2,19
1380.0_0_A1,,D,MILL CREEK RAVINE SOUTH,83-86 ST & 63-70 AVE,53.50441537,-113.4562932,0.989,5.0d 06:00:00,5.0d 14:45:00,1,neighbourhood,A1,1,1380.0_0,5
1380.0_1_A1,,D,MILL CREEK RAVINE SOUTH,83-86 ST & 63-70 AVE,53.50441537,-113.4562932,0.989,11.0d 06:00:00,11.0d 14:45:00,1,neighbourhood,A1,1,1380.0_1,11
1380.0_2_A1,,D,MILL CREEK RAVINE SOUTH,83-86 ST & 63-70 AVE,53.50441537,-113.4562932,0.989,18.0d 06:00:00,18.0d 14:45:00,1,neighbourhood,A1,1,1380.0_2,18
1394_0_A2,,D,Brookside,60 AVE-143A ST,53.49795571,-113.5683269,0.0415,4.0d 06:00:00,4.0d 14:45:00,1,neighbourhood,A2,1,1394_0,4
1394_1_A2,,D,Brookside,60 AVE-143A ST,53.49795571,-113.5683269,0.0415,11.0d 06:00:00,11.0d 14:45:00,1,neighbourhood,A2,1,1394_1,11
1394_2_A2,,D,Brookside,60 AVE-143A ST,53.49795571,-113.5683269,0.0415,17.0d 06:00:00,17.0d 14:45:00,1,neighbourhood,A2,1,1394_2,17
1450.0_0_B1,,D,RICHFIELD,BTWN-85-91 ST,53.46912852,-113.4624634,1.0835,4.0d 06:00:00,4.0d 14:45:00,1,neighbourhood,B1,1,1450.0_0,4
1450.0_1_B1,,D,RICHFIELD,BTWN-85-91 ST,53.46912852,-113.4624634,1.0835,20.0d 06:00:00,20.0d 14:45:00,1,neighbourhood,B1,1,1450.0_1,20
1492_0_A2,,D,Queen Alexanda,80 AVE-108 ST,53.51662569,-113.5106323,0.45,5.0d 06:00:00,5.0d 14:45:00,1,neighbourhood,A2,1,1492_0,5
1492_1_A2,,D,Queen Alexanda,80 AVE-108 ST,53.51662569,-113.5106323,0.45,13.0d 06:00:00,13.0d 14:45:00,1,neighbourhood,A2,1,1492_1,13
1492_2_A2,,D,Queen Alexanda,80 AVE-108 ST,53.51662569,-113.5106323,0.45,19.0d 06:00:00,19.0d 14:45:00,1,neighbourhood,A2,1,1492_2,19
1493.0_0_B1,,D,MENISA,EAST OF 80 ST & SOUTH OF 10 AVE,53.43871656,-113.4530145,1.12,0d 06:00:00,10d 14:45:00,1,neighbourhood,B1,1,1493.0_0,
1493.0_1_B1,,D,MENISA,EAST OF 80 ST & SOUTH OF 10 AVE,53.43871656,-113.4530145,1.12,11d 06:00:00,20d 14:45:00,1,neighbourhood,B1,1,1493.0_1,
1494_0_B1,,D,Blue Quill Estates,28-29 AVE-125-126 ST,53.45891079,-113.5467675,0.688,0.0d 06:00:00,0.0d 14:45:00,1,neighbourhood,B1,1,1494_0,0
1494_1_B1,,D,Blue Quill Estates,28-29 AVE-125-126 ST,53.45891079,-113.5467675,0.688,10.0d 06:00:00,10.0d 14:45:00,1,neighbourhood,B1,1,1494_1,10
1506_0_A2,,D,McKernan,76 AVE-112 ST,53.51153414,-113.5192708,0.15,6.0d 06:00:00,6.0d 14:45:00,1,neighbourhood,A2,1,1506_0,6
1506_1_A2,,D,McKernan,76 AVE-112 ST,53.51153414,-113.5192708,0.15,12.0d 06:00:00,12.0d 14:45:00,1,neighbourhood,A2,1,1506_1,12
1506_2_A2,,D,McKernan,76 AVE-112 ST,53.51153414,-113.5192708,0.15,19.0d 06:00:00,19.0d 14:45:00,1,neighbourhood,A2,1,1506_2,19
1508.0_0_B1,,D,STRATHCONA,85 AVE-104 ST,53.52136465,-113.4969562,0.0835,0.0d 06:00:00,0.0d 14:45:00,1,neighbourhood,B1,1,1508.0_0,0
1508.0_1_B1,,D,STRATHCONA,85 AVE-104 ST,53.52136465,-113.4969562,0.0835,11.0d 06:00:00,11.0d 14:45:00,1,neighbourhood,B1,1,1508.0_1,11
1514_0_A2,,D,Pleasantview,57-59 AVE-108 ST,53.49465765,-113.5106175,0.508,5.0d 06:00:00,5.0d 14:45:00,1,neighbourhood,A2,1,1514_0,5
1514_1_A2,,D,Pleasantview,57-59 AVE-108 ST,53.49465765,-113.5106175,0.508,12.0d 06:00:00,12.0d 14:45:00,1,neighbourhood,A2,1,1514_1,12
1514_2_A2,,D,Pleasantview,57-59 AVE-108 ST,53.49465765,-113.5106175,0.508,19.0d 06:00:00,19.0d 14:45:00,1,neighbourhood,A2,1,1514_2,19
152_0_B1,,D,MacEwan,Ellerslie Rd (9 Ave. SW) N. & S. side - (119 St.) to SCHOOL,53.42490752,-113.5327273,0.9,10.0d 06:00:00,10.0d 14:45:00,1,neighbourhood,B1,1,152_0,10
152_1_B1,,D,MacEwan,Ellerslie Rd (9 Ave. SW) N. & S. side - (119 St.) to SCHOOL,53.42490752,-113.5327273,0.9,20.0d 06:00:00,20.0d 14:45:00,1,neighbourhood,B1,1,152_1,20
1531_0_A2,,D,Blue Quill Estates,28 AVE-119 ST,53.45726571,-113.5383559,1.7225,5.0d 06:00:00,5.0d 14:45:00,1,neighbourhood,A2,1,1531_0,5
1531_1_A2,,D,Blue Quill Estates,28 AVE-119 ST,53.45726571,-113.5383559,1.7225,12.0d 06:00:00,12.0d 14:45:00,1,neighbourhood,A2,1,1531_1,12
1531_2_A2,,D,Blue Quill Estates,28 AVE-119 ST,53.45726571,-113.5383559,1.7225,17.0d 06:00:00,17.0d 14:45:00,1,neighbourhood,A2,1,1531_2,17
1547_0_B1,,D,Duggan,3803-105 ST,53.47341421,-113.5000821,0.95,0.0d 06:00:00,0.0d 14:45:00,1,neighbourhood,B1,1,1547_0,0
1547_1_B1,,D,Duggan,3803-105 ST,53.47341421,-113.5000821,0.95,12.0d 06:00:00,12.0d 14:45:00,1,neighbourhood,B1,1,1547_1,12
1555_0_B1,,D,Terwilleger TOWNE,1084 Tory Road - #217 Tory Crescent to Rabbit Hill Rd..,53.45237812,-113.5670903,0.696,12.0d 06:00:00,12.0d 14:45:00,1,neighbourhood,B1,1,1555_0,12
1555_1_B1,,D,Terwilleger TOWNE,1084 Tory Road - #217 Tory Crescent to Rabbit Hill Rd..,53.45237812,-113.5670903,0.696,19.0d 06:00:00,19.0d 14:45:00,1,neighbourhood,B1,1,1555_1,19
1566_0_A2,,D,Skyrattler,SADDLEBACK ROAD-114 ST,53.45079412,-113.5230802,1.9065,5.0d 06:00:00,5.0d 14:45:00,1,neighbourhood,A2,1,1566_0,5
1566_1_A2,,D,Skyrattler,SADDLEBACK ROAD-114 ST,53.45079412,-113.5230802,1.9065,10.0d 06:00:00,10.0d 14:45:00,1,neighbourhood,A2,1,1566_1,10
1566_2_A2,,D,Skyrattler,SADDLEBACK ROAD-114 ST,53.45079412,-113.5230802,1.9065,17.0d 06:00:00,17.0d 14:45:00,1,neighbourhood,A2,1,1566_2,17
1575_0_B1,,D,Bulyea Heights,BURTON ROAD-BUTTERWORTH CLOSE,53.47870978,-113.5631236,1.08,4.0d 06:00:00,4.0d 14:45:00,1,neighbourhood,B1,1,1575_0,4
1575_1_B1,,D,Bulyea Heights,BURTON ROAD-BUTTERWORTH CLOSE,53.47870978,-113.5631236,1.08,14.0d 06:00:00,14.0d 14:45:00,1,neighbourhood,B1,1,1575_1,14
1583.0_0_B1,,D,AVONMORE,72 AVE-85 ST,53.50808986,-113.4573469,0.0275,5.0d 06:00:00,5.0d 14:45:00,1,neighbourhood,B1,1,1583.0_0,5
1583.0_1_B1,,D,AVONMORE,72 AVE-85 ST,53.50808986,-113.4573469,0.0275,13.0d 06:00:00,13.0d 14:45:00,1,neighbourhood,B1,1,1583.0_1,13
1590_0_A2,,D,RiverValley Walterdale,WALTERDALE ROAD-105 ST,53.52814906,-113.5052596,0.57,6.0d 06:00:00,6.0d 14:45:00,1,neighbourhood,A2,1,1590_0,6
1590_1_A2,,D,RiverValley Walterdale,WALTERDALE ROAD-105 ST,53.52814906,-113.5052596,0.57,13.0d 06:00:00,13.0d 14:45:00,1,neighbourhood,A2,1,1590_1,13
1590_2_A2,,D,RiverValley Walterdale,WALTERDALE ROAD-105 ST,53.52814906,-113.5052596,0.57,20.0d 06:00:00,20.0d 14:45:00,1,neighbourhood,A2,1,1590_2,20
1601_0_B1,,D,Terwilleger TOWNE,4149 Tompkins Way,53.44755859,-113.5797159,0.1225,6.0d 06:00:00,6.0d 14:45:00,1,neighbourhood,B1,1,1601_0,6
1601_1_B1,,D,Terwilleger TOWNE,4149 Tompkins Way,53.44755859,-113.5797159,0.1225,18.0d 06:00:00,18.0d 14:45:00,1,neighbourhood,B1,1,1601_1,18
1612.0_0_B1,,D,MICHAELS PARK,MILLBOURNE ROAD E-70 ST,53.4792581,-113.4489091,3.75,10.0d 06:00:00,10.0d 14:45:00,1,neighbourhood,B1,1,1612.0_0,10
1612.0_1_B1,,D,MICHAELS PARK,MILLBOURNE ROAD E-70 ST,53.4792581,-113.4489091,3.75,20.0d 06:00:00,20.0d 14:45:00,1,neighbourhood,B1,1,1612.0_1,20
1623.0_0_B1,,D,BISSET,NORTH SIDE 23 AVE-BTWN MILLWOODS RD E- 38 ST,53.45485526,-113.4033495,0.9,0.0d 06:00:00,0.0d 14:45:00,1,roadway,B1,1,1623.0_0,0
1623.0_1_B1,,D,BISSET,NORTH SIDE 23 AVE-BTWN MILLWOODS RD E- 38 ST,53.45485526,-113.4033495,0.9,14.0d 06:00:00,14.0d 14:45:00,1,roadway,B1,1,1623.0_1,14
1636_0_B1,,D,Queen Alexandra,73 AVE-108 ST,53.50966421,-113.5083314,0.12,7.0d 06:00:00,7.0d 14:45:00,1,neighbourhood,B1,1,1636_0,7
1636_1_B1,,D,Queen Alexandra,73 AVE-108 ST,53.50966421,-113.5083314,0.12,19.0d 06:00:00,19.0d 14:45:00,1,neighbourhood,B1,1,1636_1,19
1658.0_0_B1,,D,CAPILANO,108 AVE-67 ST,53.55564341,-113.4297217,0.0375,3.0d 06:00:00,3.0d 14:45:00,1,neighbourhood,B1,1,1658.0_0,3
1658.0_1_B1,,D,CAPILANO,108 AVE-67 ST,53.55564341,-113.4297217,0.0375,12.0d 06:00:00,12.0d 14:45:00,1,neighbourhood,B1,1,1658.0_1,12
1663_0_B1,,D,Sweet Grass,SADDLEBACK RD. 111 - 119 ST,53.46118388,-113.5182582,3.25215,7.0d 06:00:00,7.0d 14:45:00,1,neighbourhood,B1,1,1663_0,7
1663_1_B1,,D,Sweet Grass,SADDLEBACK RD. 111 - 119 ST,53.46118388,-113.5182582,3.25215,19.0d 06:00:00,19.0d 14:45:00,1,neighbourhood,B1,1,1663_1,19
1674.0_0_A1,,D,HAZELDEAN,66-70 AVE-E OF 93 ST BY RAVINE,53.50483238,-113.4689413,0.4355,5.0d 06:00:00,5.0d 14:45:00,1,neighbourhood,A1,1,1674.0_0,5
1674.0_1_A1,,D,HAZELDEAN,66-70 AVE-E OF 93 ST BY RAVINE,53.50483238,-113.4689413,0.4355,11.0d 06:00:00,11.0d 14:45:00,1,neighbourhood,A1,1,1674.0_1,11
1674.0_2_A1,,D,HAZELDEAN,66-70 AVE-E OF 93 ST BY RAVINE,53.50483238,-113.4689413,0.4355,18.0d 06:00:00,18.0d 14:45:00,1,neighbourhood,A1,1,1674.0_2,18
1691_0_B1,,D,Brookside,56 AVE-141-145 ST,53.49349408,-113.5673686,0.395,2.0d 06:00:00,2.0d 14:45:00,1,neighbourhood,B1,1,1691_0,2
