Id,job-id,type,name,address,latitude,longitude,service-duration,start-time,end-time,quantity,required-skills,priority,Level,raw-id,day
405.0_0_B1,,D,KINISKI GARDENS,1244 KAASA ROAD EAST,53.47069387,-113.39794640000001,0.002638888888888875,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,405.0_0,
406.0_0_B1,,D,MEYONOHK,CONNECTS 89 ST-BACK LANE-BTWN-24-25A A,53.45386309,-113.46200990000001,0.008055555555555543,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,406.0_0,
407.0_0_B1,,D,MEYONOHK,83 ST-BACK LANE-BTWN-26-27 AVE,53.45671841,-113.45957369999999,0.002638888888888875,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,407.0_0,
408.0_0_B1,,D,MEYONOHK,89 ST - LAKEWOOD RD. WEST & 26-27 AVE,53.45687343,-113.4632328,0.009444444444444458,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,408.0_0,
410.0_0_B1,,D,LARKSPUR,30 ST - W/SIDE 42 AVE TO 40 AVE,53.47811545,-113.38758179999999,0.0013888888888888746,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,410.0_0,
440.0_0_B1,,D,OTTEWELL,57 ST-96 AVE,53.53588945,-113.42300230000001,0.005416666666666667,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,440.0_0,
468.0_0_B1,,D,CRAWFORD PLAINS,42 ST-12-10 AVE,53.43896847,-113.40710359999999,0.09097222222222208,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,468.0_0,
469.0_0_B1,,D,LEE RIDGE,LEE RIDGE RD-E 71 ST,53.46767804,-113.4416367,0.06111111111111125,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,469.0_0,
470.0_0_B1,,D,BISSET,43 ST-25 AVE,53.45581327,-113.40838600000001,0.0022222222222222083,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,470.0_0,
476.0_0_B1,,D,STRATHCONA,104 ST-SASKATCHEWAN DRIVE-83 AVE,53.5213299,-113.49756000000001,0.015972222222222204,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,476.0_0,
484.0_0_B1,,D,MEYONOHK,W. OF 78 ST & S. OF LAKEWOOD RD. SOUTH,53.45472483,-113.45056770000001,0.0011111111111111252,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,484.0_0,
511.0_0_B1,,D,CLOVERDALE,85 ST-STRATHEARN DRIVE,53.53669821,-113.46189820000001,0.19666666666666666,4.0d 06:00:00,4.0d 14:45:00,1.0,neighbourhood,1.0,B1,511.0_0,4.0
534.0_0_B1,,D,SUMMERSIDE,SUMMERSIDE DRIVE: ELLERSLIE RD - 11 AVE,53.42428779,-113.46306070000001,0.00902777777777779,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,534.0_0,
535.0_0_B1,,D,STRATHEARN,91 ST-STRATHEARN DRIVE,53.53453969,-113.46702040000001,0.006805555555555541,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,535.0_0,
538.0_0_B1,,D,MEYOKUMIN,20A AVE-55 ST,53.4516189,-113.4239362,0.04013888888888887,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,538.0_0,
547.0_0_B1,,D,EKOTA,73 ST - 21 AVE,53.45093514,-113.4441409,0.005972222222222209,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,547.0_0,
548.0_0_B1,,D,EKOTA,70 ST - 21 AVE,53.45122102,-113.4407574,0.0031944444444444585,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,548.0_0,
553.0_0_B1,,D,LARKSPUR,33 ST - 41A AVE,53.47821022,-113.39159950000001,0.001944444444444458,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,553.0_0,
558.0_0_B1,,D,TIPASKAN,3148 - 79 ST,53.46270509,-113.453122,0.002361111111111125,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,558.0_0,
560.0_0_B1,,D,KINISKI GARDENS,264 KIRKWOOD AVE,53.48370558,-113.39943319999999,0.001944444444444458,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,560.0_0,
561.0_0_B1,,D,KENILWORTH,7242 - 83 AVE/8313 - 75 ST,53.51932181,-113.4397248,0.004305555555555542,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,561.0_0,
568.0_0_B1,,D,GAINER INDUSTRIAL,50 ST BTWN 76 & 82 AVE,53.51698107,-113.4182013,0.00972222222222221,10.0d 06:00:00,10.0d 14:45:00,1.0,neighbourhood,1.0,B1,568.0_0,10.0
579.0_0_B1,,D,LEE RIDGE,EAST SIDE MILLWOODS RD & 36B AVE-34 AVE,53.46729849,-113.4503892,0.050555555555555416,0d 06:00:00,9d 14:45:00,1.0,roadway,10.0,B1,579.0_0,
590.0_0_B1,,D,GOLD BAR,47 ST & 106B AVE,53.55320893,-113.4135622,0.0375,10.0d 06:00:00,10.0d 14:45:00,1.0,neighbourhood,1.0,B1,590.0_0,10.0
596.0_0_B1,,D,PYLYPOW INDUSTRIAL,50 St: 70 Ave - Whitemud Drive Whitemud Drive,53.49914123,-113.4180896,0.25,8.0d 06:00:00,8.0d 14:45:00,1.0,roadway,1.0,B1,596.0_0,8.0
597.0_0_B1,,D,TWEDDLE PLACE,W/S 76 ST: 38 AVE - WHITEMUD DRIVE,53.48042908,-113.4525123,0.058611111111111246,8.0d 06:00:00,8.0d 14:45:00,1.0,roadway,1.0,B1,597.0_0,8.0
598.0_0_B1,,D,ELLERSLIE,Between 132 & 136 Easton Road SW,53.42752392,-113.46877420000001,0.0625,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,598.0_0,
609.0_0_B1,,D,ELLERSLIE,Ellerslie Road & Edwards Drive,53.42520833,-113.45531270000001,0.003055555555555542,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,609.0_0,
614.0_0_B1,,D,LEE RIDGE,71 ST-LEE RIDGE RD,53.46648414,-113.44256090000002,0.009861111111111124,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,614.0_0,
615.0_0_B1,,D,LEE RIDGE,BTWN-38 AVE-SCHOOL-ADJ CLINIC,53.47314712,-113.44776599999999,0.01513888888888887,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,615.0_0,
623.0_0_B1,,D,EKOTA,KNOTTWOOD RD. EAST -68 ST & N. OF 19 AVE,53.45082585,-113.43936370000002,0.03305555555555554,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,623.0_0,
624.0_0_B1,,D,EKOTA,SOUTH 19 AVE-BTWN-68 ST-KW RD EAST,53.44871371,-113.4392548,0.0027777777777777918,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,624.0_0,
626.0_0_B1,,D,EKOTA,CONNECTING KW RD N-18 AVE-BTWN-73-75 S,53.4489733,-113.44601100000001,0.005555555555555542,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,626.0_0,
640.0_0_B1,,D,LARKSPUR,44B AVE-28-29 ST,53.48335537,-113.38495879999999,0.004444444444444458,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,640.0_0,
642.0_0_B1,,D,LARKSPUR,39-41 AVE & 23 ST-TRANSALTA R.O.W.,53.47865242,-113.37917479999999,0.1122222222222221,0.0d 06:00:00,0.0d 14:45:00,1.0,neighbourhood,1.0,B1,642.0_0,0.0
643.0_0_B1,,D,KING EDWARD PARK,77 AVE-73 ST,53.51372686,-113.44100120000002,0.15555555555555542,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,643.0_0,
662.0_0_B1,,D,WILD ROSE,BESIDE 364 WILD ROSE WAY,53.47572009,-113.3709659,0.0016666666666666668,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,662.0_0,
666.0_0_B1,,D,WALKER,ROAD RIGHT OF WAY: S/S ELLERSLIE RD,53.424798362,-113.419698009,0.042083333333333334,0d 06:00:00,9d 14:45:00,1.0,roadway,10.0,B1,666.0_0,
693.0_0_B1,,D,MICHAELS PARK,74 ST-44 AVE,53.48356597,-113.45160759999999,0.009583333333333334,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,693.0_0,
694.0_0_B1,,D,IDYLWYLDE,81 ST-86 AVE,53.5228885,-113.4517041,0.05958333333333333,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,694.0_0,
696.0_0_B1,,D,MEYONOHK,24 AVE-W 85 ST,53.45257951,-113.4610376,0.0008333333333333334,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,696.0_0,
724.0_0_B1,,D,MCINTYRE INDUSTRIAL,86 ST-BTWN WHITEMUD DRIVE-51 AVE,53.48643348,-113.4537909,0.012361111111111123,0d 06:00:00,9d 14:45:00,1.0,roadway,10.0,B1,724.0_0,
773.0_0_B1,,D,GREENVIEW,38A AVE-W 51 ST,53.47087639,-113.4185957,0.003055555555555542,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,773.0_0,
777.0_0_B1,,D,CRAWFORD PLAINS,Road Allowance,53.44096431,-113.3942473,0.04861111111111125,2.0d 06:00:00,2.0d 14:45:00,1.0,roadway,1.0,B1,777.0_0,2.0
781.0_0_B1,,D,HILLVIEW,53 ST - 35 AVE,53.46754635,-113.42239620000001,0.0018055555555555418,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,781.0_0,
786.0_0_B1,,D,WILD ROSE,35B Ave: 31 St - 29 St,53.4680613,-113.38650619999999,0.007083333333333334,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,786.0_0,
787.0_0_B1,,D,SUMMERSIDE,1202 Summerside Drive,53.42230666,-113.46684909999999,0.04722222222222208,6.0d 06:00:00,6.0d 14:45:00,1.0,neighbourhood,1.0,B1,787.0_0,6.0
789.0_0_B1,,D,TIPASKAN,NORTH SIDE 28 AVE & LAKEWOOD RD WEST -,53.45895751,-113.45680449999999,0.0777777777777779,2.0d 06:00:00,2.0d 14:45:00,1.0,roadway,1.0,B1,789.0_0,2.0
793.0_0_B1,,D,CRAWFORD PLAINS,39 ST-N 12 AVE,53.44114538,-113.4013158,0.0011111111111111252,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,793.0_0,
809.0_0_B1,,D,HOLYROOD,82-83 ST-BTWN-91-92 AVE,53.52644386,-113.45410919999999,0.0031944444444444585,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,809.0_0,
820.0_0_B1,,D,SATOO,78 ST-BTWN-21-22 AVE,53.45229309,-113.4495041,0.0077777777777777906,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,820.0_0,
841.0_0_B1,,D,IDYLWYLDE,76 ST-88 AVE,53.52354243,-113.4443855,0.020833333333333332,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,841.0_0,
859.0_0_B1,,D,STRATHCONA INDUSTRIAL PARK,39 AVE & 92-91 ST,53.47412343,-113.46827009999998,0.004444444444444458,0d 06:00:00,9d 14:45:00,1.0,roadway,10.0,B1,859.0_0,
862.0_0_B1,,D,TWEDDLE PLACE,WEST SIDE MILLBOURNE RD BTWN ALLEY & 3,53.47579203,-113.4586733,0.0036111111111111257,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,862.0_0,
863.0_0_B1,,D,TWEDDLE PLACE,77 ST-BTWN-41-40 AVE,53.47758279,-113.45299920000001,0.005416666666666667,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,863.0_0,
881.0_0_B1,,D,ARGYLL,86 ST-67 AVE,53.50248620000001,-113.45885,0.02194444444444446,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,881.0_0,
883.0_0_B1,,D,CLOVERDALE,9812 96A Street NW,53.53870576,-113.4795739,0.16666666666666666,10.0d 06:00:00,10.0d 14:45:00,1.0,neighbourhood,1.0,B1,883.0_0,10.0
906.0_0_B1,,D,KINISKI GARDENS,NORTH SIDE 38 AVE-BTWN 38-41 ST,53.47279653,-113.3993744,0.002916666666666667,0d 06:00:00,9d 14:45:00,1.0,roadway,10.0,B1,906.0_0,
910.0_0_B1,,D,MEYONOHK,WEST SIDE 85 ST BTWN 23 AVE & 24 AVE,53.45234693,-113.4600996,0.003472222222222208,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,910.0_0,
926.0_0_B1,,D,STRATHCONA,89 AVE-100 ST,53.52461864,-113.4895913,0.029722222222222205,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,926.0_0,
947.0_0_B1,,D,ARGYLL,ARGYLL RD N/S BTWN 86 ST & 83 ST,53.50190593,-113.4560504,0.01513888888888887,10.0d 06:00:00,10.0d 14:45:00,1.0,neighbourhood,1.0,B1,947.0_0,10.0
953.0_0_B1,,D,MENISA,68 ST - 11 AVE,53.440090399999995,-113.44158859999999,0.00722222222222221,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,953.0_0,
954.0_0_B1,,D,MENISA,70 ST - 12 AVE,53.44215484,-113.4430531,0.002638888888888875,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,954.0_0,
969.0_0_B1,,D,GREENVIEW,140 GRANLEA CRESENT,53.48040848,-113.43020790000001,0.0020833333333333333,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,969.0_0,
975.0_0_B1,,D,MICHAELS PARK,SOUTH SIDE/WS MILBOURNE RD E & E OF 74,53.48161951,-113.44761310000001,0.10222222222222209,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,975.0_0,
976.0_0_B1,,D,BISSET,SOUTH SIDE 23 AVE BTWN 38-34 ST,53.45366325,-113.3962258,0.04416666666666667,8.0d 06:00:00,8.0d 14:45:00,1.0,roadway,1.0,B1,976.0_0,8.0
979.0_0_B1,,D,MEYONOHK,WEST SIDE MILLWOODS RD-BTWN-28-23 AVE,53.45526058,-113.448311,0.17638888888888873,1.0d 06:00:00,1.0d 14:45:00,1.0,roadway,1.0,B1,979.0_0,1.0
985.0_0_B1,,D,HAZELDEAN,EAST OF 93 ST-64-66 AVE,53.501875600000005,-113.4687706,0.004027777777777792,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,985.0_0,
988.0_0_B1,,D,ELLERSLIE,8503 - 2 Ave SW,53.43205583,-113.4640388,0.0025,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,988.0_0,
989.0_0_B1,,D,SUMMERSIDE,429 SPARLING CRESC - 554 STEWART CRESC,53.42308569,-113.46893429999999,0.004861111111111125,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,989.0_0,
993.0_0_B1,,D,KINISKI GARDENS,519 KULAWY POINT (WEST OF KULAWY DR N,53.47394159,-113.41079270000002,0.0016666666666666668,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,993.0_0,
995.0_0_B1,,D,IDYLWYLDE,81 ST-89 AVE,53.52440917,-113.4519433,0.0022222222222222083,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,995.0_0,
996.0_0_B1,,D,GREENVIEW,GREENOCH CRESCENT-W 50 ST-GOLF COURS,53.47794898,-113.42073059999998,0.034166666666666665,10.0d 06:00:00,10.0d 14:45:00,1.0,neighbourhood,1.0,B1,996.0_0,10.0
1001.0_0_B1,,D,JACKSON HEIGHTS,NORTH SIDE 44 AVE-BTWN 49 ST-JACKSON R,53.48206292,-113.41329909999999,0.014027777777777792,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,1001.0_0,
1017.0_0_B1,,D,OTTEWELL,97 AVE-66 ST,53.53593095,-113.4310656,0.03013888888888887,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,1017.0_0,
1035.0_0_B1,,D,MEYONOHK,BTWN LAKEWOOD RD S-23 AVE-W 83 ST,53.45299725,-113.45810049999999,0.03194444444444446,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,1035.0_0,
1048.0_0_B1,,D,CHARLESWORTH,CENTER MEIDAIN - WATT BLVD TO WATT COMMON,53.42474558,-113.4309533,0.041527777777777795,0d 06:00:00,9d 14:45:00,1.0,roadway,10.0,B1,1048.0_0,
1050.0_0_B1,,D,CHARLESWORTH,SOUTH BUFFER - WATT BLVD TO WATT COMMON,53.42493252,-113.4311662,0.08305555555555542,0d 06:00:00,9d 14:45:00,1.0,roadway,10.0,B1,1050.0_0,
1058.0_0_B1,,D,MENISA,77 ST - 11 AVE,53.44094322,-113.45266840000001,0.0022222222222222083,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,1058.0_0,
1068.0_0_B1,,D,JACKSON HEIGHTS,47 ST-BTWN 42-43 AVE,53.47893527,-113.4134385,0.005138888888888875,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,1068.0_0,
