Id,Level,Unnamed: 0,address,cluster,day,end-time,job-id,latitude,longitude,name,priority,quantity,raw-id,required-skills,Service-duration-1,start-time,type,service-duration
266.0_0_B1,B1,30,BTWN-WHITEMUD DRIVE-PIPELINE,,,9d 14:45:00,,53.4813995,-113.4445099,MICHAELS PARK,10,1,266.0_0,neighbourhood,1.1933333328,0d 06:00:00,D,0.9421052627
270.0_0_B1,B1,32,89 Ave & 71 St,,3,3d 14:45:00,,53.52290707,-113.4354382,KENILWORTH,1,1,270.0_0,neighbourhood,2.6533333344,3d 06:00:00,D,2.0947368429
279.0_0_B1,B1,35,84 AVE-73 ST,,,9d 14:45:00,,53.52016614,-113.4404997,KENILWORTH,10,1,279.0_0,neighbourhood,0.4333333344,0d 06:00:00,D,0.342105264
307.0_0_B1,B1,38,40 - 43 AVE & GREENOCH CRESENT,,,9d 14:45:00,,53.47807414,-113.4236698,GREENVIEW,10,1,307.0_0,neighbourhood,1.6233333336,0d 06:00:00,D,1.2815789476
308.0_0_B1,B1,39,40 - 43 AVE & GRANLEA CRESENT (P.P.),,,9d 14:45:00,,53.47925098,-113.4295846,GREENVIEW,10,1,308.0_0,neighbourhood,1.56,0d 06:00:00,D,1.2315789474
309.0_0_B1,B1,40,82 ST-103 AVE,,0,0d 14:45:00,,53.54472687,-113.4532601,FOREST HEIGHTS,10,1,309.0_0,neighbourhood,0.9666666672,0d 06:00:00,D,0.7631578952
382_0_0_B1,B1,43,93 ST-92 AVE,,,3d 14:45:00,,53.52806581,-113.4707322,BONNIE DOON,1,1,382_0,neighbourhood,1.385555556,3d 06:00:00,D,1.0938596495
382_1_0_B1,B1,44,93 ST-92 AVE,,,3d 14:45:00,,53.52806581,-113.4707322,BONNIE DOON,1,1,382_0,neighbourhood,1.385555556,3d 06:00:00,D,1.0938596495
382_2_0_B1,B1,45,93 ST-92 AVE,,,3d 14:45:00,,53.52806581,-113.4707322,BONNIE DOON,1,1,382_0,neighbourhood,1.385555556,3d 06:00:00,D,1.0938596495
383.0_0_B1,B1,46,HILLVIEW CRESENT (52 ST & 34 B AVE),,,9d 14:45:00,,53.46695088,-113.4212724,HILLVIEW,10,1,383.0_0,neighbourhood,0.36,0d 06:00:00,D,0.2842105263
385.0_0_B1,B1,47,95 AVE-94-95 ST,,,9d 14:45:00,,53.53191903,-113.4726713,BONNIE DOON,10,1,385.0_0,neighbourhood,0.4699999992,0d 06:00:00,D,0.3710526309
386.0_0_B1,B1,48,90 AVE-88 ST,,,9d 14:45:00,,53.52545463,-113.4619454,BONNIE DOON,10,1,386.0_0,neighbourhood,0.5666666664,0d 06:00:00,D,0.4473684208
402.0_0_B1,B1,49,EAST SIDE MILLWOODS RD & 34-28 AVE,,,9d 14:45:00,,53.46369927,-113.4501914,KAMEYOSEK,10,1,402.0_0,roadway,0.5066666664,0d 06:00:00,D,0.3999999998
406.0_0_B1,B1,53,CONNECTS 89 ST-BACK LANE-BTWN-24-25A A,,,9d 14:45:00,,53.45386309,-113.4620099,MEYONOHK,10,1,406.0_0,neighbourhood,0.1933333344,0d 06:00:00,D,0.1526315798
408.0_0_B1,B1,55,89 ST - LAKEWOOD RD. WEST & 26-27 AVE,,,9d 14:45:00,,53.45687343,-113.4632328,MEYONOHK,10,1,408.0_0,neighbourhood,0.2266666656,0d 06:00:00,D,0.1789473676
468.0_0_B1,B1,58,42 ST-12-10 AVE,,8,8d 14:45:00,,53.43896847,-113.4071036,CRAWFORD PLAINS,1,1,468.0_0,neighbourhood,2.1833333328,8d 06:00:00,D,1.7236842101
469.0_0_B1,B1,59,LEE RIDGE RD-E 71 ST,,,9d 14:45:00,,53.46767804,-113.4416367,LEE RIDGE,10,1,469.0_0,neighbourhood,1.4666666664,0d 06:00:00,D,1.1578947366
476.0_0_B1,B1,61,104 ST-SASKATCHEWAN DRIVE-83 AVE,,,9d 14:45:00,,53.5213299,-113.49756,STRATHCONA,10,1,476.0_0,neighbourhood,0.3833333328,0d 06:00:00,D,0.3026315785
511_0_0_B1,B1,63,85 ST-STRATHEARN DRIVE,,0,0d 14:45:00,,53.53669821,-113.4618982,CLOVERDALE,10,1,511_0,neighbourhood,1.5733333344,0d 06:00:00,D,1.242105264
511_0_0_B1,B1,65,85 ST-STRATHEARN DRIVE,,3,3d 14:45:00,,53.53669821,-113.4618982,CLOVERDALE,1,1,511_0,neighbourhood,1.5733333344,3d 06:00:00,D,1.242105264
511_1_0_B1,B1,66,85 ST-STRATHEARN DRIVE,,0,0d 14:45:00,,53.53669821,-113.4618982,CLOVERDALE,10,1,511_0,neighbourhood,1.5733333344,0d 06:00:00,D,1.242105264
511_1_0_B1,B1,68,85 ST-STRATHEARN DRIVE,,3,3d 14:45:00,,53.53669821,-113.4618982,CLOVERDALE,1,1,511_0,neighbourhood,1.5733333344,3d 06:00:00,D,1.242105264
511_2_0_B1,B1,69,85 ST-STRATHEARN DRIVE,,0,0d 14:45:00,,53.53669821,-113.4618982,CLOVERDALE,10,1,511_0,neighbourhood,1.5733333344,0d 06:00:00,D,1.242105264
511_2_0_B1,B1,71,85 ST-STRATHEARN DRIVE,,3,3d 14:45:00,,53.53669821,-113.4618982,CLOVERDALE,1,1,511_0,neighbourhood,1.5733333344,3d 06:00:00,D,1.242105264
534.0_0_B1,B1,72,SUMMERSIDE DRIVE: ELLERSLIE RD - 11 AVE,,,9d 14:45:00,,53.42428779,-113.4630607,SUMMERSIDE,10,1,534.0_0,neighbourhood,0.2166666672,0d 06:00:00,D,0.171052632
538.0_0_B1,B1,74,20A AVE-55 ST,,,9d 14:45:00,,53.4516189,-113.4239362,MEYOKUMIN,10,1,538.0_0,neighbourhood,0.9633333336,0d 06:00:00,D,0.760526316
568.0_0_B1,B1,81,50 ST BTWN 76 & 82 AVE,,6,6d 14:45:00,,53.51698107,-113.4182013,GAINER INDUSTRIAL,1,1,568.0_0,neighbourhood,0.2333333328,6d 06:00:00,D,0.1842105259
579.0_0_B1,B1,82,EAST SIDE MILLWOODS RD & 36B AVE-34 AVE,,,9d 14:45:00,,53.46729849,-113.4503892,LEE RIDGE,10,1,579.0_0,roadway,1.2133333344,0d 06:00:00,D,0.9578947377
590.0_0_B1,B1,83,47 ST & 106B AVE,,7,7d 14:45:00,,53.55320893,-113.4135622,GOLD BAR,1,1,590.0_0,neighbourhood,0.9,7d 06:00:00,D,0.7105263158
596_0_0_B1,B1,84,50 St: 70 Ave - Whitemud Drive Whitemud Drive,,,6d 14:45:00,,53.49914123,-113.4180896,PYLYPOW INDUSTRIAL,1,1,596_0,roadway,1.9999999992,6d 06:00:00,D,1.5789473678
596_1_0_B1,B1,85,50 St: 70 Ave - Whitemud Drive Whitemud Drive,,,6d 14:45:00,,53.49914123,-113.4180896,PYLYPOW INDUSTRIAL,1,1,596_0,roadway,1.9999999992,6d 06:00:00,D,1.5789473678
596_2_0_B1,B1,86,50 St: 70 Ave - Whitemud Drive Whitemud Drive,,,6d 14:45:00,,53.49914123,-113.4180896,PYLYPOW INDUSTRIAL,1,1,596_0,roadway,1.9999999992,6d 06:00:00,D,1.5789473678
597.0_0_B1,B1,87,W/S 76 ST: 38 AVE - WHITEMUD DRIVE,,,9d 14:45:00,,53.48042908,-113.4525123,TWEDDLE PLACE,10,1,597.0_0,roadway,1.4066666664,0d 06:00:00,D,1.1105263156
598.0_0_B1,B1,88,Between 132 & 136 Easton Road SW,,,9d 14:45:00,,53.42752392,-113.4687742,ELLERSLIE,10,1,598.0_0,neighbourhood,1.5,0d 06:00:00,D,1.1842105263
614.0_0_B1,B1,90,71 ST-LEE RIDGE RD,,,9d 14:45:00,,53.46648414,-113.4425609,LEE RIDGE,10,1,614.0_0,neighbourhood,0.2366666664,0d 06:00:00,D,0.1868421051
615.0_0_B1,B1,91,BTWN-38 AVE-SCHOOL-ADJ CLINIC,,,9d 14:45:00,,53.47314712,-113.447766,LEE RIDGE,10,1,615.0_0,neighbourhood,0.3633333336,0d 06:00:00,D,0.2868421055
623.0_0_B1,B1,92,KNOTTWOOD RD. EAST -68 ST & N. OF 19 AVE,,,9d 14:45:00,,53.45082585,-113.4393637,EKOTA,10,1,623.0_0,neighbourhood,0.7933333344,0d 06:00:00,D,0.6263157903
642.0_0_B1,B1,96,39-41 AVE & 23 ST-TRANSALTA R.O.W.,,0,0d 14:45:00,,53.47865242,-113.3791748,LARKSPUR,10,1,642.0_0,neighbourhood,2.6933333328,0d 06:00:00,D,2.1263157891
643.0_0_B1,B1,97,77 AVE-73 ST,,3,3d 14:45:00,,53.51372686,-113.4410012,KING EDWARD PARK,1,1,643.0_0,neighbourhood,3.7333333344,3d 06:00:00,D,2.9473684219
666.0_0_B1,B1,99,ROAD RIGHT OF WAY: S/S ELLERSLIE RD,,,9d 14:45:00,,53.424798362,-113.419698009,WALKER,10,1,666.0_0,roadway,1.010555556,0d 06:00:00,D,0.7978070179
693.0_0_B1,B1,100,74 ST-44 AVE,,,9d 14:45:00,,53.48356597,-113.4516076,MICHAELS PARK,10,1,693.0_0,neighbourhood,0.2299999992,0d 06:00:00,D,0.1815789467
694.0_0_B1,B1,101,81 ST-86 AVE,,,9d 14:45:00,,53.5228885,-113.4517041,IDYLWYLDE,10,1,694.0_0,neighbourhood,1.4299999992,0d 06:00:00,D,1.1289473678
724.0_0_B1,B1,103,86 ST-BTWN WHITEMUD DRIVE-51 AVE,,,9d 14:45:00,,53.48643348,-113.4537909,MCINTYRE INDUSTRIAL,10,1,724.0_0,roadway,0.2966666664,0d 06:00:00,D,0.2342105261
777.0_0_B1,B1,105,Road Allowance,,2,2d 14:45:00,,53.44096431,-113.3942473,CRAWFORD PLAINS,1,1,777.0_0,roadway,1.1666666664,2d 06:00:00,D,0.9210526314
786.0_0_B1,B1,107,35B Ave: 31 St - 29 St,,,9d 14:45:00,,53.4680613,-113.3865062,WILD ROSE,10,1,786.0_0,neighbourhood,0.1699999992,0d 06:00:00,D,0.1342105257
787.0_0_B1,B1,108,1202 Summerside Drive,,4,4d 14:45:00,,53.42230666,-113.4668491,SUMMERSIDE,1,1,787.0_0,neighbourhood,1.1333333328,4d 06:00:00,D,0.8947368417
789.0_0_B1,B1,109,NORTH SIDE 28 AVE & LAKEWOOD RD WEST -,,9,9d 14:45:00,,53.45895751,-113.4568045,TIPASKAN,10,1,789.0_0,roadway,1.8666666672,9d 06:00:00,D,1.4736842109
820.0_0_B1,B1,112,78 ST-BTWN-21-22 AVE,,,9d 14:45:00,,53.45229309,-113.4495041,SATOO,10,1,820.0_0,neighbourhood,0.1866666672,0d 06:00:00,D,0.1473684215
841.0_0_B1,B1,113,76 ST-88 AVE,,,9d 14:45:00,,53.52354243,-113.4443855,IDYLWYLDE,10,1,841.0_0,neighbourhood,0.4999999992,0d 06:00:00,D,0.3947368415
881.0_0_B1,B1,117,86 ST-67 AVE,,,9d 14:45:00,,53.5024862,-113.45885,ARGYLL,10,1,881.0_0,neighbourhood,0.5266666656,0d 06:00:00,D,0.4157894728
883.0_0_B1,B1,118,9812 96A Street NW,,4,4d 14:45:00,,53.53870576,-113.4795739,CLOVERDALE,1,1,883.0_0,neighbourhood,4.0000000008,4d 06:00:00,D,3.1578947375
926.0_0_B1,B1,121,89 AVE-100 ST,,,9d 14:45:00,,53.52461864,-113.4895913,STRATHCONA,10,1,926.0_0,neighbourhood,0.7133333328,0d 06:00:00,D,0.5631578943
947.0_0_B1,B1,122,ARGYLL RD N/S BTWN 86 ST & 83 ST,,7,7d 14:45:00,,53.50190593,-113.4560504,ARGYLL,1,1,947.0_0,neighbourhood,0.3633333336,7d 06:00:00,D,0.2868421055
953.0_0_B1,B1,123,68 ST - 11 AVE,,,9d 14:45:00,,53.4400904,-113.4415886,MENISA,10,1,953.0_0,neighbourhood,0.1733333328,0d 06:00:00,D,0.1368421048
975.0_0_B1,B1,126,SOUTH SIDE/WS MILBOURNE RD E & E OF 74,,,9d 14:45:00,,53.48161951,-113.4476131,MICHAELS PARK,10,1,975.0_0,neighbourhood,2.4533333328,0d 06:00:00,D,1.9368421048
976.0_0_B1,B1,127,SOUTH SIDE 23 AVE BTWN 38-34 ST,,2,2d 14:45:00,,53.45366325,-113.3962258,BISSET,1,1,976.0_0,roadway,1.0600000008,2d 06:00:00,D,0.8368421059
979_0_0_B1,B1,128,WEST SIDE MILLWOODS RD-BTWN-28-23 AVE,,,5d 14:45:00,,53.45526058,-113.448311,MEYONOHK,1,1,979_0,roadway,1.4111111112,5d 06:00:00,D,1.1140350878
979_1_0_B1,B1,129,WEST SIDE MILLWOODS RD-BTWN-28-23 AVE,,,5d 14:45:00,,53.45526058,-113.448311,MEYONOHK,1,1,979_0,roadway,1.4111111112,5d 06:00:00,D,1.1140350878
979_2_0_B1,B1,130,WEST SIDE MILLWOODS RD-BTWN-28-23 AVE,,,5d 14:45:00,,53.45526058,-113.448311,MEYONOHK,1,1,979_0,roadway,1.4111111112,5d 06:00:00,D,1.1140350878
996.0_0_B1,B1,136,GREENOCH CRESCENT-W 50 ST-GOLF COURS,,7,7d 14:45:00,,53.47794898,-113.4207306,GREENVIEW,1,1,996.0_0,neighbourhood,0.8200000008,7d 06:00:00,D,0.6473684217
1001.0_0_B1,B1,137,NORTH SIDE 44 AVE-BTWN 49 ST-JACKSON R,,,9d 14:45:00,,53.48206292,-113.4132991,JACKSON HEIGHTS,10,1,1001.0_0,neighbourhood,0.3366666672,0d 06:00:00,D,0.2657894741
1017.0_0_B1,B1,138,97 AVE-66 ST,,,9d 14:45:00,,53.53593095,-113.4310656,OTTEWELL,10,1,1017.0_0,neighbourhood,0.7233333336,0d 06:00:00,D,0.5710526318
1035.0_0_B1,B1,139,BTWN LAKEWOOD RD S-23 AVE-W 83 ST,,,9d 14:45:00,,53.45299725,-113.4581005,MEYONOHK,10,1,1035.0_0,neighbourhood,0.7666666656,0d 06:00:00,D,0.6052631571
1048.0_0_B1,B1,140,CENTER MEIDAIN - WATT BLVD TO WATT COMMON,,,9d 14:45:00,,53.42474558,-113.4309533,CHARLESWORTH,10,1,1048.0_0,roadway,0.9966666672,0d 06:00:00,D,0.7868421057
1050.0_0_B1,B1,141,SOUTH BUFFER - WATT BLVD TO WATT COMMON,,,9d 14:45:00,,53.42493252,-113.4311662,CHARLESWORTH,10,1,1050.0_0,roadway,1.9933333344,0d 06:00:00,D,1.5736842114
1075.0_0_B1,B1,145,SOUTH SIDE 98 AVE: 57 ST-TERRACE ROAD,,,9d 14:45:00,,53.53849365,-113.4265287,OTTEWELL,10,1,1075.0_0,neighbourhood,1.1333333328,0d 06:00:00,D,0.8947368417
1091.0_0_B1,B1,146,JAMHA RD - JAMES CRESCENT,,,9d 14:45:00,,53.48405855,-113.4134176,JACKSON HEIGHTS,10,1,1091.0_0,neighbourhood,0.2866666656,0d 06:00:00,D,0.2263157886
1103.0_0_B1,B1,148,35 AVE-48 ST,,,9d 14:45:00,,53.46609391,-113.4143055,MINCHAU,10,1,1103.0_0,neighbourhood,2.4133333344,0d 06:00:00,D,1.9052631587
1113.0_0_B1,B1,151,WS/C 91 ST BTWN 23 & 28 AVE,,,9d 14:45:00,,53.45538745,-113.467122,PARSONS INDUSTRIAL,10,1,1113.0_0,roadway,3.8366666664,0d 06:00:00,D,3.0289473682
1118.0_0_B1,B1,152,Between 8225 & 8229 - 8 Ave SW,,,9d 14:45:00,,53.42524929,-113.4606603,ELLERSLIE,10,1,1118.0_0,neighbourhood,0.4333333344,0d 06:00:00,D,0.342105264
1135.0_0_B1,B1,158,36A AVE EAST OF 30 ST,,,9d 14:45:00,,53.46996222,-113.3848451,WILD ROSE,10,1,1135.0_0,neighbourhood,2.7866666664,0d 06:00:00,D,2.1999999998
1139.0_0_B1,B1,161,79 ST-73 AVE,,,9d 14:45:00,,53.50890304,-113.4480183,AVONMORE,10,1,1139.0_0,neighbourhood,0.2533333344,0d 06:00:00,D,0.2000000008
1140.0_0_B1,B1,162,CENTRE ISLANDS 75ST - 73-76 AVE,,,9d 14:45:00,,53.510901,-113.4428788,GIRARD INDUSTRIAL,10,1,1140.0_0,neighbourhood,0.18,0d 06:00:00,D,0.1421052632
1167.0_0_B1,B1,165,ALONG MILLBOURNE RD W-BTWN-76-85 ST,,,9d 14:45:00,,53.48079517,-113.4552256,TWEDDLE PLACE,10,1,1167.0_0,neighbourhood,2.2433333328,0d 06:00:00,D,1.7710526312
1170.0_0_B1,B1,166,57 ST - 14 AVE,,,9d 14:45:00,,53.4430186,-113.4269189,SAKAW,10,1,1170.0_0,neighbourhood,0.1766666664,0d 06:00:00,D,0.139473684
1174.0_0_B1,B1,167,64 AVE-86-87 ST,,,9d 14:45:00,,53.50075934,-113.4611437,ARGYLL,10,1,1174.0_0,neighbourhood,0.5500000008,0d 06:00:00,D,0.4342105269
1175.0_0_B1,B1,168,87 ST-68 AVE,,,9d 14:45:00,,53.50386697,-113.4623646,ARGYLL,10,1,1175.0_0,neighbourhood,0.5066666664,0d 06:00:00,D,0.3999999998
1176.0_0_B1,B1,169,87 ST-75 AVE,,,9d 14:45:00,,53.51111583,-113.4607853,AVONMORE,10,1,1176.0_0,neighbourhood,0.5766666672,0d 06:00:00,D,0.4552631583
1177.0_0_B1,B1,170,49 ST-S 27 AVE/24 AVE-49A ST,,,9d 14:45:00,,53.45756451,-113.4189917,WEINLOS,10,1,1177.0_0,neighbourhood,1.4466666672,0d 06:00:00,D,1.1421052636
1184.0_0_B1,B1,173,81 ST - 33 AVE,,,9d 14:45:00,,53.46414889,-113.4552433,TIPASKAN,10,1,1184.0_0,neighbourhood,0.24,0d 06:00:00,D,0.1894736842
1187.0_0_B1,B1,174,66 AVE-86 ST,,,9d 14:45:00,,53.5022504,-113.4615795,ARGYLL,10,1,1187.0_0,neighbourhood,1.6833333336,0d 06:00:00,D,1.3289473686
1201.0_0_B1,B1,175,68 - 72 ST & 10 AVE - KNOTTWOOD RD. EAST,,,9d 14:45:00,,53.44102796,-113.4436001,MENISA,10,1,1201.0_0,neighbourhood,2.1033333336,0d 06:00:00,D,1.660526316
1202.0_0_B1,B1,176,BTWN-11-10 AVE-72 ST,,,9d 14:45:00,,53.43910077,-113.4446028,MENISA,10,1,1202.0_0,neighbourhood,0.2066666664,0d 06:00:00,D,0.1631578945
1228.0_0_B1,B1,178,90 AVE-100 ST,,,9d 14:45:00,,53.52571401,-113.4889881,STRATHCONA,10,1,1228.0_0,neighbourhood,0.9833333328,0d 06:00:00,D,0.7763157891
1253.0_0_B1,B1,180,8729 - 58 Avenue,,,9d 14:45:00,,53.49184378,-113.4600009,DAVIES INDUSTRIAL WEST,10,1,1253.0_0,neighbourhood,0.6266666664,0d 06:00:00,D,0.4947368419
1308.0_0_B1,B1,183,LEE RIDGE RD-N 36A AVE,,,9d 14:45:00,,53.47247757,-113.4411285,LEE RIDGE,10,1,1308.0_0,neighbourhood,1.0633333344,0d 06:00:00,D,0.8394736851
1312.0_0_B1,B1,184,BTWN-19A-23 AVE-E 61 ST,,,9d 14:45:00,,53.45190384,-113.4304811,MEYOKUMIN,10,1,1312.0_0,neighbourhood,1.1133333336,0d 06:00:00,D,0.8789473686
1313.0_0_B1,B1,185,37-38 AVE & 32-34 ST,,7,7d 14:45:00,,53.47213596,-113.3919408,LARKSPUR,1,1,1313.0_0,neighbourhood,1.2133333344,7d 06:00:00,D,0.9578947377
1316.0_0_B1,B1,186,54 ST-94 AVE,,,9d 14:45:00,,53.53171493,-113.4217322,OTTEWELL,10,1,1316.0_0,neighbourhood,0.8899999992,0d 06:00:00,D,0.7026315783
1361.0_0_B1,B1,191,31-33 ST-43-44 AVE,,,9d 14:45:00,,53.48157221,-113.3908289,LARKSPUR,10,1,1361.0_0,neighbourhood,3.6133333344,0d 06:00:00,D,2.8526315798
1435.0_0_B1,B1,197,BTWN-KNOTTWOOD RD S-10 AVE-W OF 82 ST,,,9d 14:45:00,,53.44120747,-113.4595298,SATOO,10,1,1435.0_0,neighbourhood,0.6799999992,0d 06:00:00,D,0.5368421046
1446.0_0_B1,B1,200,58 AVE-87 ST,,,9d 14:45:00,,53.49314887,-113.4595989,DAVIES INDUSTRIAL WEST,10,1,1446.0_0,neighbourhood,0.4300000008,0d 06:00:00,D,0.3394736848
1447.0_0_B1,B1,201,NORTH SIDE MILLWOODS RD-BTWN-91 ST-38,,,9d 14:45:00,,53.47401729,-113.4594378,TWEDDLE PLACE,10,1,1447.0_0,roadway,0.4933333344,0d 06:00:00,D,0.3894736851
1450.0_0_B1,B1,203,BTWN-85-91 ST,,7,7d 14:45:00,,53.46912852,-113.4624634,RICHFIELD,1,1,1450.0_0,neighbourhood,1.2799999992,7d 06:00:00,D,1.0105263152
1451.0_0_B1,B1,204,MILLBOURNE RD E-LEE RIDGE RD-N 36A AVE,,,9d 14:45:00,,53.47182007,-113.4430238,LEE RIDGE,10,1,1451.0_0,neighbourhood,1.6866666672,0d 06:00:00,D,1.3315789478
1452.0_0_B1,B1,205,87 -89 ST & 33 AVE - LAKEWOOD RD. NORTH,,,9d 14:45:00,,53.4631616,-113.4618949,TIPASKAN,10,1,1452.0_0,neighbourhood,0.4066666656,0d 06:00:00,D,0.3210526307
1453.0_0_B1,B1,206,89 ST BTWN 29 & 30 AVE,,,9d 14:45:00,,53.46072409,-113.462334,TIPASKAN,10,1,1453.0_0,neighbourhood,0.1999999992,0d 06:00:00,D,0.1578947362
1456.0_0_B1,B1,207,NORTH SIDE 90 AVE-75 ST,,,9d 14:45:00,,53.52541651,-113.440711,OTTEWELL,10,1,1456.0_0,neighbourhood,0.5500000008,0d 06:00:00,D,0.4342105269
1457.0_0_B1,B1,208,89 ST SW & 8 AVE SW,,,9d 14:45:00,,53.4255926,-113.4703023,ELLERSLIE,10,1,1457.0_0,neighbourhood,0.3333333336,0d 06:00:00,D,0.2631578949
1497.0_0_B1,B1,213,76 St - Millbourne Road West,,,9d 14:45:00,,53.47941443,-113.4545691,TWEDDLE PLACE,10,1,1497.0_0,neighbourhood,1.4200000008,0d 06:00:00,D,1.1210526322
1508.0_0_B1,B1,214,85 AVE-104 ST,,7,7d 14:45:00,,53.52136465,-113.4969562,STRATHCONA,1,1,1508.0_0,neighbourhood,0.6666666672,7d 06:00:00,D,0.5263157899
1568.0_0_B1,B1,217,56-58 ST & 10-11A AVE,,,9d 14:45:00,,53.43892909,-113.426705,SAKAW,10,1,1568.0_0,neighbourhood,1.3699999992,0d 06:00:00,D,1.0815789467
1583.0_0_B1,B1,218,72 AVE-85 ST,,,9d 14:45:00,,53.50808986,-113.4573469,AVONMORE,10,1,1583.0_0,neighbourhood,1.0433333328,0d 06:00:00,D,0.8236842101
1589.0_0_B1,B1,219,NORTH OF KITTLITZ PARK: 29 - 30 ST,,,9d 14:45:00,,53.51881167,-113.4962756,WILD ROSE,10,1,1589.0_0,neighbourhood,0.2800000008,0d 06:00:00,D,0.2210526322
1600.0_0_B1,B1,221,SILVER BERRY RD: 34 ST - 32 AVE,,,9d 14:45:00,,53.44018994,-113.4292992,SILVER BERRY,10,1,1600.0_0,neighbourhood,0.4666666656,0d 06:00:00,D,0.3684210518
1612_0_0_B1,B1,224,MILLBOURNE ROAD E-70 ST,,,3d 14:45:00,,53.4792581,-113.4489091,MICHAELS PARK,1,1,1612_0,neighbourhood,1.38,3d 06:00:00,D,1.0894736842
1612_1_0_B1,B1,225,MILLBOURNE ROAD E-70 ST,,,3d 14:45:00,,53.4792581,-113.4489091,MICHAELS PARK,1,1,1612_0,neighbourhood,1.38,3d 06:00:00,D,1.0894736842
1612_2_0_B1,B1,226,MILLBOURNE ROAD E-70 ST,,,3d 14:45:00,,53.4792581,-113.4489091,MICHAELS PARK,1,1,1612_0,neighbourhood,1.38,3d 06:00:00,D,1.0894736842
1623.0_0_B1,B1,228,NORTH SIDE 23 AVE-BTWN MILLWOODS RD E- 38 ST,,2,2d 14:45:00,,53.45485526,-113.4033495,BISSET,1,1,1623.0_0,roadway,1.0900000008,2d 06:00:00,D,0.8605263164
1624.0_0_B1,B1,229,56 ST - 11 AVE,,,9d 14:45:00,,53.43937612,-113.4244306,SAKAW,10,1,1624.0_0,neighbourhood,0.1766666664,0d 06:00:00,D,0.139473684
1654.0_0_B1,B1,238,63 AVE SOUTH SIDE BTWN 91-86 ST.,,,9d 14:45:00,,53.49982618,-113.4623766,CORONET ADDITION INDUSTRIAL,10,1,1654.0_0,neighbourhood,0.8266666656,0d 06:00:00,D,0.6526315781
1658.0_0_B1,B1,239,108 AVE-67 ST,,0,0d 14:45:00,,53.55564341,-113.4297217,CAPILANO,10,1,1658.0_0,neighbourhood,1.2666666672,0d 06:00:00,D,1.0000000004
