Id,job-id,type,name,address,latitude,longitude,Service-duration-1,start-time,end-time,quantity,required-skills,priority,Level,raw-id,day,service-duration,raw_id,Day
3492_0_B1,,D,BISSET,N/S 23 AVE: 38 ST - 34 ST,53.45401563,-113.3968153,0.0266666667,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,3492_0,,0.0210526316,3492,14.0
3542_0_B1,,D,LEE RIDGE,WS 66 ST: 34 AVE - 38 AVE,53.46988496,-113.438231,0.1077777778,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,3542_0,,0.0850877193,3542,17.0
3554_0_B1,,D,PARSONS INDUSTRIAL,23 AVE: PARSONS ROAD - 91 ST,53.45203938,-113.4729644,0.0922222222,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,3554_0,,0.0728070175,3554,14.0
3653_0_B1,,D,KINISKI GARDENS,SOUTH SIDE 38 AVE-BTWN KAASA RD E-WW A,53.47276949,-113.3957114,0.0225,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,3653_0,,0.0177631579,3653,14.0
3687_0_B1,,D,HILLVIEW,NORTH SIDE 34 AVE-66-50 ST,53.46555259,-113.4282364,0.0916666667,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,3687_0,,0.0723684211,3687,14.0
3693_0_B1,,D,POLLARD MEADOWS,NORTH SIDE MILLWOODS RD S BTWN 50-46 S,53.44525572,-113.4146298,0.0563888889,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,3693_0,,0.0445175439,3693,14.0
3780_0_B1,,D,MICHAELS PARK,WEST SIDE 66 ST BTWN 38 AVE-WHITEMUD D,53.47769273,-113.4412082,0.1030555556,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,3780_0,,0.0813596491,3780,13.0
3829_0_B1,,D,DALY GROVE,EAST SIDE MILLWOODS RD E. BTWN 17-20 AV,53.44864509,-113.4054258,0.0386111111,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,3829_0,,0.0304824561,3829,14.0
3847_0_B1,,D,MICHAELS PARK,NORTH SIDE 38 AVE BTWN 76-66 ST,53.47437214,-113.4429092,0.0505555556,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,3847_0,,0.0399122807,3847,14.0
3883_0_B1,,D,TAWA,E/S & C 66 ST: 28 AVE - 34 AVE,53.46287218,-113.4348846,0.0775,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,3883_0,,0.0611842105,3883,14.0
3917_0_B1,,D,BISSET,E/S MILLWOODS RD E: 23 AVE - 34 AVE,53.46009893,-113.4071101,0.0976388889,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,3917_0,,0.0770833333,3917,14.0
3921_0_B1,,D,MILL WOODS GOLF COURSE,EAST SIDE/C 66 ST: 38 AVE-WHITEMUD DRIVE,53.47947008,-113.4412674,0.1486111111,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,3921_0,,0.1173245614,3921,13.0
3951_0_B1,,D,KINISKI GARDENS,W/S 34 ST: WHITEMUD DR - 38 AVE,53.4802683,-113.3939614,0.0377777778,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,3951_0,,0.0298245614,3951,17.0
3977_0_B1,,D,GREENVIEW,WEST SIDE 50 ST BTWN 38-40 AVE,53.4731319,-113.4160265,0.0402777778,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,3977_0,,0.0317982456,3977,14.0
3990_0_B1,,D,MINCHAU,N/S 34 AVE: 50 ST - MILLWOODS RD E,53.46466558,-113.4133456,0.0844444444,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,3990_0,,0.0666666667,3990,17.0
4034_0_B1,,D,MINCHAU,EAST SIDE/C 50 ST 38 - 40 AVE,53.47302522,-113.4155722,0.0626388889,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,4034_0,,0.0494517544,4034,14.0
4039_0_B1,,D,KING EDWARD PARK,WEST SIDE 50 ST BTWN 28-34 AVE,53.46305567,-113.4211035,0.0948611111,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,4039_0,,0.0748903509,4039,14.0
4082_0_B1,,D,CRAWFORD PLAINS,E/S & C 50 ST BTWN 13 AVE-MILLWOODS RD S,53.44377569,-113.4187286,0.0491666667,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,4082_0,,0.0388157895,4082,14.0
4120_0_B1,,D,HILLVIEW,WEST SIDE OF 50 ST: 34 Ave - 38 Ave,53.46764427,-113.4186163,0.0647222222,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,4120_0,,0.0510964912,4120,14.0
4204_0_B1,,D,TAWA,SOUTH SIDE/C 34 AVE-BTWN-66-50 ST,53.46524425,-113.4282146,0.1316666667,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,4204_0,,0.1039473684,4204,14.0
4221_0_B1,,D,KAMEYOSEK,WEST SIDE 66 ST BTWN 28-34 AVE,53.46307087,-113.4353435,0.0775,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,4221_0,,0.0611842105,4221,14.0
4343_0_B1,,D,TAMARACK,WHITEMUD DRIVE : 17 ST. TO ROW,53.481596395,-113.365765607,0.2233333333,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,4343_0,,0.1763157895,4343,17.0
4344_0_B1,,D,BISSET,W/S & C 34 St: 34 Ave - 23 Ave,53.45868909,-113.3941215,0.2311111111,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,4344_0,,0.1824561404,4344,12.0
4365_0_B1,,D,RICHFIELD,SOUTH SIDE/C 34 AVE-91 ST-MILLWOODS RD,53.46504899,-113.4592898,0.125,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,4365_0,,0.0986842105,4365,13.0
4483_0_B1,,D,MINCHAU,EAST SIDE/C 50 ST BTWN 34 & 38 AVE,53.46759607,-113.4181133,0.0533333333,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,4483_0,,0.0421052632,4483,14.0
4533_0_B1,,D,TAMARACK,East Side & Center 17 St: Whitemud Drive - 34 Av,53.4764141,-113.3685041,0.0495833333,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,4533_0,,0.0391447368,4533,14.0
4688_0_B1,,D,PYLYPOW INDUSTRIAL,51 Avenue: 47 Street,53.4880411,-113.4121271,0.1188888889,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,4688_0,,0.0938596491,4688,13.0
4689_0_B1,,D,ELLERSLIE INDUSTRIAL,91 ST E/W Parsons Rd - 25 Avenue,53.41468495,-113.4813885,0.1334722222,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,4689_0,,0.105372807,4689,17.0
5322_0_B1,,D,THE ORCHARDS AT ELLERSLIE,25 Ave SW: 90 St - 91 St,53.41026169,-113.4784126,0.0706944444,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,5322_0,,0.0558114035,5322,17.0
5725_0_B1,,D,SILVER BERRY,N-side 23 Ave NW: 17 St - 34 St,53.45410051,-113.3852782,0.0840277778,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,5725_0,,0.0663377193,5725,14.0
5845_0_B1,,D,WALKER,66 St: 21 Ave SW to Ellerslie Rd,53.417599851,-113.442478953,0.0343055556,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,5845_0,,0.0270833333,5845,17.0
7149_0_B1,,D,WILDROSE/TAMARACK,17 St : Silverberry Rd - 36 Ave NW,53.469401597,-113.368503714,0.1868055556,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,7149_0,,0.1474780702,7149,14.0
9920_0_B1,,D,CHARLESWORTH,50 St - 1 AVE to 4 Ave,53.43049708,-113.418346324,0.0634722222,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,9920_0,,0.0501096491,9920,14.0
9921_0_B1,,D,CHARLESWORTH,50 St - 1 AVE to 4 Ave,53.430530068,-113.417946355,0.0602777778,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,9921_0,,0.0475877193,9921,14.0
9922_0_B1,,D,CHARLESWORTH,50 St - 4 AVE to ELLERSLIE RD,53.426737882,-113.41795327,0.0691666667,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,9922_0,,0.0546052632,9922,14.0
10155_0_B1,,D,ROPER INDUSTRIAL,WHITEMUD DRIVE,53.487360679,-113.420127637,0.0852777778,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,10155_0,,0.0673245614,10155,13.0
674_0_B1,,D,Keheewin,North of houses 23 Ave & 104 St (access from undeveloped),53.45380976,-113.4997833,0.1388888889,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,674_0,,0.1096491228,674,14.0
9962_0_B1,,D,Leger,23 AVE - 34 AVE,53.461024317,-113.491651782,0.0563888889,0d 06:00:00,9d 14:45:00,1,roadway,10,B1,9962_0,,0.0445175439,9962,14.0
11.0_1_B1,,D,KINISKI GARDENS,NORTH OF 3453-35 ST,53.46538095,-113.3947684,0.0047222222,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,11.0_1,,0.0037280702,11.0,
14.0_1_B1,,D,SUMMERSIDE,88 St: West Side Summerside Grande Blvd - Savaryn Drive,53.41533314,-113.4674006,0.0158333333,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,14.0_1,,0.0125,14.0,
72.0_1_B1,,D,JACKSON HEIGHTS,N/S SIDE BTWN 50 ST & JACKSON ROAD,53.48499448,-113.4147234,0.0031944444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,72.0_1,,0.0025219298,72.0,
100.0_1_B1,,D,GREENVIEW,GRAND MEADOW CRESENT - E. OF 62 ST,53.47648078,-113.4318203,0.0011111111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,100.0_1,,0.000877193,100.0,
101.0_1_B1,,D,GREENVIEW,56 ST - 41 AVE,53.47706533,-113.4224579,0.0066666667,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,101.0_1,,0.0052631579,101.0,
164.0_1_B1,,D,CRAWFORD PLAINS,12A AVE - BTWN 45 & 46 ST,53.44181187,-113.4096613,0.0038888889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,164.0_1,,0.0030701754,164.0,
166.0_1_B1,,D,HILLVIEW,HILLVIEW CRESENT (53 ST &34 A AVE),53.46604928,-113.42359,0.0018055556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,166.0_1,,0.0014254386,166.0,
169.0_1_B1,,D,WILD ROSE,Between 1921 & 2103 - 37 Ave,53.471585,-113.3732625,0.0006944444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,169.0_1,,0.0005482456,169.0,
383.0_1_B1,,D,HILLVIEW,HILLVIEW CRESENT (52 ST & 34 B AVE),53.46695088,-113.4212724,0.015,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,383.0_1,,0.0118421053,383.0,
403.0_1_B1,,D,MICHAELS PARK,MILLBOURNE ROAD E-41A AVE,53.47911282,-113.4438854,0.0061111111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,403.0_1,,0.0048245614,403.0,
404.0_1_B1,,D,KINISKI GARDENS,44 ST-KULAWY GATE (39 AVE),53.47431735,-113.4071166,0.0040277778,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,404.0_1,,0.0031798246,404.0,
405.0_1_B1,,D,KINISKI GARDENS,1244 KAASA ROAD EAST,53.47069387,-113.3979464,0.0026388889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,405.0_1,,0.0020833333,405.0,
408.0_1_B1,,D,MEYONOHK,89 ST - LAKEWOOD RD. WEST & 26-27 AVE,53.45687343,-113.4632328,0.0094444444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,408.0_1,,0.0074561404,408.0,
410.0_1_B1,,D,LARKSPUR,30 ST - W/SIDE 42 AVE TO 40 AVE,53.47811545,-113.3875818,0.0013888889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,410.0_1,,0.0010964912,410.0,
468.0_1_B1,,D,CRAWFORD PLAINS,42 ST-12-10 AVE,53.43896847,-113.4071036,0.0909722222,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,468.0_1,,0.0718201754,468.0,
534.0_1_B1,,D,SUMMERSIDE,SUMMERSIDE DRIVE: ELLERSLIE RD - 11 AVE,53.42428779,-113.4630607,0.0090277778,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,534.0_1,,0.007127193,534.0,
553.0_1_B1,,D,LARKSPUR,33 ST - 41A AVE,53.47821022,-113.3915995,0.0019444444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,553.0_1,,0.0015350877,553.0,
579.0_1_B1,,D,LEE RIDGE,EAST SIDE MILLWOODS RD & 36B AVE-34 AVE,53.46729849,-113.4503892,0.0505555556,10d 06:00:00,20d 14:45:00,1,roadway,10,B1,579.0_1,,0.0399122807,579.0,
598.0_1_B1,,D,ELLERSLIE,Between 132 & 136 Easton Road SW,53.42752392,-113.4687742,0.0625,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,598.0_1,,0.0493421053,598.0,
615.0_1_B1,,D,LEE RIDGE,BTWN-38 AVE-SCHOOL-ADJ CLINIC,53.47314712,-113.447766,0.0151388889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,615.0_1,,0.0119517544,615.0,
626.0_1_B1,,D,EKOTA,CONNECTING KW RD N-18 AVE-BTWN-73-75 S,53.4489733,-113.446011,0.0055555556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,626.0_1,,0.0043859649,626.0,
662.0_1_B1,,D,WILD ROSE,BESIDE 364 WILD ROSE WAY,53.47572009,-113.3709659,0.0016666667,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,662.0_1,,0.0013157895,662.0,
696.0_1_B1,,D,MEYONOHK,24 AVE-W 85 ST,53.45257951,-113.4610376,0.0008333333,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,696.0_1,,0.0006578947,696.0,
773.0_1_B1,,D,GREENVIEW,38A AVE-W 51 ST,53.47087639,-113.4185957,0.0030555556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,773.0_1,,0.0024122807,773.0,
781.0_1_B1,,D,HILLVIEW,53 ST - 35 AVE,53.46754635,-113.4223962,0.0018055556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,781.0_1,,0.0014254386,781.0,
786.0_1_B1,,D,WILD ROSE,35B Ave: 31 St - 29 St,53.4680613,-113.3865062,0.0070833333,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,786.0_1,,0.0055921053,786.0,
820.0_1_B1,,D,SATOO,78 ST-BTWN-21-22 AVE,53.45229309,-113.4495041,0.0077777778,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,820.0_1,,0.0061403509,820.0,
859.0_1_B1,,D,STRATHCONA INDUSTRIAL PARK,39 AVE & 92-91 ST,53.47412343,-113.4682701,0.0044444444,10d 06:00:00,20d 14:45:00,1,roadway,10,B1,859.0_1,,0.0035087719,859.0,
862.0_1_B1,,D,TWEDDLE PLACE,WEST SIDE MILLBOURNE RD BTWN ALLEY & 3,53.47579203,-113.4586733,0.0036111111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,862.0_1,,0.0028508772,862.0,
988.0_1_B1,,D,ELLERSLIE,8503 - 2 Ave SW,53.43205583,-113.4640388,0.0025,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,988.0_1,,0.0019736842,988.0,
993.0_1_B1,,D,KINISKI GARDENS,519 KULAWY POINT (WEST OF KULAWY DR N,53.47394159,-113.4107927,0.0016666667,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,993.0_1,,0.0013157895,993.0,
1001.0_1_B1,,D,JACKSON HEIGHTS,NORTH SIDE 44 AVE-BTWN 49 ST-JACKSON R,53.48206292,-113.4132991,0.0140277778,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1001.0_1,,0.0110745614,1001.0,
1035.0_1_B1,,D,MEYONOHK,BTWN LAKEWOOD RD S-23 AVE-W 83 ST,53.45299725,-113.4581005,0.0319444444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1035.0_1,,0.0252192982,1035.0,
1058.0_1_B1,,D,MENISA,77 ST - 11 AVE,53.44094322,-113.4526684,0.0022222222,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1058.0_1,,0.001754386,1058.0,
1068.0_1_B1,,D,JACKSON HEIGHTS,47 ST-BTWN 42-43 AVE,53.47893527,-113.4134385,0.0051388889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1068.0_1,,0.0040570175,1068.0,
1091.0_1_B1,,D,JACKSON HEIGHTS,JAMHA RD - JAMES CRESCENT,53.48405855,-113.4134176,0.0119444444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1091.0_1,,0.0094298246,1091.0,
1104.0_1_B1,,D,MINCHAU,34A AVE-37 ST,53.46446839,-113.400625,0.0020833333,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1104.0_1,,0.0016447368,1104.0,
1110.0_1_B1,,D,SATOO,CONNECTS-KNOTTWOOD RD N-BACK LANE W,53.45038315,-113.4536069,0.0027777778,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1110.0_1,,0.0021929825,1110.0,
1133.0_1_B1,,D,MINCHAU,45 ST & 37B - 38 AVE,53.46938536,-113.4107342,0.0008333333,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1133.0_1,,0.0006578947,1133.0,
1135.0_1_B1,,D,WILD ROSE,36A AVE EAST OF 30 ST,53.46996222,-113.3848451,0.1161111111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1135.0_1,,0.0916666667,1135.0,
1136.0_1_B1,,D,WILD ROSE,BETWEEN 3655 & 3659 - 28 ST,53.47089793,-113.3820877,0.0025,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1136.0_1,,0.0019736842,1136.0,
1137.0_1_B1,,D,WILD ROSE,141 WARD CRES - PIPELINE - 2344-37B AVE,53.47367477,-113.3802369,0.0058333333,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1137.0_1,,0.0046052632,1137.0,
1141.0_1_B1,,D,TIPASKAN,89 ST - 32 AVE,53.4635544,-113.4629976,0.0041666667,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1141.0_1,,0.0032894737,1141.0,
1202.0_1_B1,,D,MENISA,BTWN-11-10 AVE-72 ST,53.43910077,-113.4446028,0.0086111111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1202.0_1,,0.0067982456,1202.0,
1219.0_1_B1,,D,KINISKI GARDENS,44 AVE-37 ST,53.48227402,-113.4000263,0.0026388889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1219.0_1,,0.0020833333,1219.0,
1272.0_1_B1,,D,POLLARD MEADOWS,45 St - 22 Ave,53.45466114,-113.4096457,0.0011111111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1272.0_1,,0.000877193,1272.0,
1292.0_1_B1,,D,ELLERSLIE,Between 504 - 90 St SW & 8924 - 5 Ave SW,53.42915368,-113.4713192,0.0023611111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1292.0_1,,0.0018640351,1292.0,
1308.0_1_B1,,D,LEE RIDGE,LEE RIDGE RD-N 36A AVE,53.47247757,-113.4411285,0.0443055556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1308.0_1,,0.0349780702,1308.0,
1319.0_1_B1,,D,WILD ROSE,BTWN 3640 - 30 ST & 3647 - 31 ST,53.47005269,-113.3871047,0.0058333333,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1319.0_1,,0.0046052632,1319.0,
1346.0_1_B1,,D,SILVER BERRY,BETWEEN 2406-33A ST & 3383-24 AVE,53.45432682,-113.3930957,0.0023611111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1346.0_1,,0.0018640351,1346.0,
1361.0_1_B1,,D,LARKSPUR,31-33 ST-43-44 AVE,53.48157221,-113.3908289,0.1505555556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1361.0_1,,0.1188596491,1361.0,
1362.0_1_B1,,D,LARKSPUR,31 ST-BTWN 38-39 AVE,53.47374505,-113.3884135,0.0054166667,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1362.0_1,,0.0042763158,1362.0,
1363.0_1_B1,,D,LARKSPUR,40 AVE-BTWN 31-30 ST,53.47552621,-113.3872123,0.0052777778,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1363.0_1,,0.0041666667,1363.0,
1436.0_1_B1,,D,SATOO,CONNECTS 14A AVE-KNOTTWOOD RD S-82 ST,53.44298538,-113.4577692,0.0059722222,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1436.0_1,,0.0047149123,1436.0,
1438.0_1_B1,,D,POLLARD MEADOWS,48A ST-BTWN-17A-18 AVE,53.44805732,-113.4152553,0.0016666667,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1438.0_1,,0.0013157895,1438.0,
1452.0_1_B1,,D,TIPASKAN,87 -89 ST & 33 AVE - LAKEWOOD RD. NORTH,53.4631616,-113.4618949,0.0169444444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1452.0_1,,0.013377193,1452.0,
1453.0_1_B1,,D,TIPASKAN,89 ST BTWN 29 & 30 AVE,53.46072409,-113.462334,0.0083333333,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1453.0_1,,0.0065789474,1453.0,
1457.0_1_B1,,D,ELLERSLIE,89 ST SW & 8 AVE SW,53.4255926,-113.4703023,0.0138888889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1457.0_1,,0.0109649123,1457.0,
1548.0_1_B1,,D,SAKAW,58 ST - 11 AVE,53.43920366,-113.4276025,0.00125,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1548.0_1,,0.0009868421,1548.0,
1568.0_1_B1,,D,SAKAW,56-58 ST & 10-11A AVE,53.43892909,-113.426705,0.0570833333,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1568.0_1,,0.0450657895,1568.0,
1599.0_1_B1,,D,SAKAW,E/S 58 ST: BACKLANE-11A AVE & SS 11A AVE &,53.47084369,-113.3852557,0.0061111111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1599.0_1,,0.0048245614,1599.0,
1608.0_1_B1,,D,SOUTH EDMONTON COMMON,SOUTH OF 19 AVE EAST OF 102 ST,53.44420822,-113.4874427,0.0016666667,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1608.0_1,,0.0013157895,1608.0,
1625.0_1_B1,,D,SAKAW,10 AVE-W OF 63 ST,53.438656,-113.4351926,0.0038888889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1625.0_1,,0.0030701754,1625.0,
1626.0_1_B1,,D,SAKAW,11 AVE-63 ST,53.44041168,-113.4334164,0.0020833333,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1626.0_1,,0.0016447368,1626.0,
1628.0_1_B1,,D,SATOO,19 AVE-KNOTTWOOD RD W,53.44864911,-113.4610691,0.00375,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1628.0_1,,0.0029605263,1628.0,
1642.0_1_B1,,D,TIPASKAN,86 ST - 32 AVE,53.46375409,-113.4614022,0.00375,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1642.0_1,,0.0029605263,1642.0,
1752.0_1_B1,,D,RICHFIELD,BTWN-34-36 AVE-BTWN-79-81 ST,53.46680909,-113.4546789,0.1186111111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1752.0_1,,0.0936403509,1752.0,
